Generation Number,Generation Time,Training Error,Testing Error,Average Size
188,14.837788896526263,99.42441502139962,106.57056504766982,98.0
189,14.808919522368114,99.42441502139962,106.57056504766982,98.0
190,14.899408012044887,99.42441502139962,106.57056504766982,98.0
191,14.838332785460125,98.30042105130877,105.45326829053279,98.0
192,14.63765925685584,98.28908735831331,105.45326829053279,97.0
193,14.678604900692338,98.30061559427364,104.99285963860393,97.0
194,14.797505823823714,98.29813225038382,104.91777438033046,98.0
195,14.954800011953239,98.2858656292745,104.72025900902823,99.0
196,14.735882296856289,98.2858656292745,104.30094709254814,99.0
197,14.710741450683827,98.2858656292745,104.2681669087142,99.0
198,14.734122698042029,98.2858656292745,104.2681669087142,100.0
199,14.983441556131538,98.28908735831331,104.5754633867345,100.0
200,14.919000963403505,98.29848559650404,104.13675971783144,101.0
201,15.008234040161366,98.29848559650404,104.13675971783144,101.0
202,14.960084642893204,98.25166322958516,103.96248613643672,99.5
203,14.884205590586362,98.25166322958516,103.49040458346533,99.0
204,14.975540366890073,98.20708302724358,105.26341742545029,99.0
205,14.99073012322151,98.20708302724358,105.26341742545029,98.0
206,16.14260562929303,97.85512522012547,106.3982662445143,99.0
207,16.11117548031416,97.85512522012547,106.3982662445143,98.0
208,14.732200302539924,97.84425153872364,106.3982662445143,99.0
209,14.917241079979703,97.84425153872364,106.3982662445143,99.0
210,14.660662400369121,97.84425153872364,106.1914698501464,98.0
211,14.598342433725293,97.83493046210403,106.6507452185567,98.0
212,14.73956998336439,97.64786021614673,106.29314056267512,98.0
213,14.627517193977381,97.64786021614673,106.47449852343144,99.0
214,14.847913171304981,97.54644883725538,105.37839469914152,99.0
215,14.881860549837256,97.54644883725538,105.37839469914152,100.0
216,14.821880358665112,97.42720386013067,105.89420389305852,101.0
217,14.882935520273577,97.43023958711822,105.28735312762967,102.0
218,14.936683045948712,97.29465427868955,105.77882229954693,102.0
219,14.78911595991008,97.29465427868955,106.44267606363564,102.0
220,14.719269492555215,97.18455745569449,106.41784657393173,102.0
221,14.796589238626666,97.19994885162762,103.42473386480836,103.0
222,14.844365939631645,97.19994885162762,103.42473386480836,103.0
223,14.814475101641165,97.17991033520525,102.60121991554796,104.0
224,14.84266753187967,96.84730965079217,101.92172065736625,103.0
225,14.923393200961302,96.59691571092637,106.72930108137518,103.5
226,14.856506246469053,96.59691571092637,106.72930108137518,102.0
227,14.920005492964947,96.64084282816236,102.8231993309116,102.0
228,14.949112516133939,96.52518496091277,100.35396539673812,101.0
229,14.706980761814748,96.49880390368526,107.24483131611518,100.0
230,14.910629599113005,96.49880390368526,100.59406528220954,103.0
231,14.917216176640295,96.44610194054322,101.0014707387324,105.0
232,14.93429759063747,96.44610194054322,100.20874647735431,104.0
233,14.674426547244366,96.15782194578242,101.387181024629,104.0
234,14.811555291817285,95.78826994085057,104.16645435956627,104.0
235,14.756479493167491,96.15782194578242,100.97666785470935,104.0
236,14.831341635395347,96.15782194578242,105.4096634921934,104.0
237,14.928501231648625,96.15782194578242,105.00774257669494,105.0
238,14.71433863134098,95.51386443303034,101.51661906781968,106.0
239,14.911871493075978,95.51386443303034,101.59737191405387,107.0
240,14.791123738290025,95.51386443303034,101.59737191405387,107.0
241,14.958264564540286,94.9461511587175,100.13403064954765,108.0
242,15.062660359718166,94.9461511587175,100.13403064954765,108.5
243,15.455719870160692,94.9461511587175,100.13403064954765,108.0
244,14.876731884955007,94.9253608632014,100.13403064954765,108.5
245,14.911959722050142,94.9253608632014,100.05541717374558,109.0
246,15.053446693334536,94.12054391456019,100.30027041702373,109.0
247,15.099206793062194,94.12054391456019,100.30027041702373,109.0
248,14.997643290257656,94.0881986371765,100.30027041702373,110.0
249,15.110031918966115,94.0881986371765,100.30027041702373,110.0
250,15.079621383857328,94.0881986371765,100.30027041702373,109.5
