Generation Number,Generation Time,Training Error,Testing Error,Average Size
131,22.526759151397965,0.023314430670690323,0.024209466727718856,25.64
132,22.555428492065065,0.023301117619781785,0.024252603226681914,25.54
133,22.552696237379006,0.02328236799017988,0.024309474609428908,26.04
134,22.523658396017726,0.02327058923416621,0.024254419936844584,26.0
135,22.608094856854887,0.023261157778761053,0.024273109886596287,26.6
136,22.6454021173208,0.023256935956606873,0.02427337196861175,26.96
137,22.631927325593335,0.02324728001678896,0.024306482063218636,27.1
138,22.649812570567065,0.02323905448249847,0.024310871179502556,27.54
139,22.657384867723632,0.023224033822034217,0.024294193720411767,27.7
140,22.66511039282076,0.02319812390508685,0.024241025229722664,27.78
141,22.676820385081008,0.023180857352114302,0.024301259953039354,28.1
142,22.723093088006227,0.023168572059168363,0.0242626935073995,28.4
143,22.76549120002348,0.023153031664372662,0.024248468439494103,28.52
144,22.791296358225438,0.023136765164824543,0.02422097031494595,28.66
145,22.761484664257686,0.02313004976855126,0.024202585990234345,29.0
146,22.785651879033857,0.023114237832812124,0.024376589852155427,29.1
147,22.829196266267427,0.023094986102698115,0.024379988666804738,29.4
148,22.83604352700112,0.02308401250319419,0.02439191125296488,29.68
149,22.812078589726887,0.02307318948490827,0.024382112620973742,29.8
150,22.856694980543725,0.023055441071849675,0.024143351339345965,29.9
151,22.857317449480433,0.023033047137604547,0.024200037767280733,29.98
152,22.93930417017982,0.023029468167189787,0.024206612455900806,30.46
153,22.945939704389776,0.02300054984676922,0.024170128420001182,30.98
154,23.028505223577266,0.022993317558001193,0.024135659987758015,31.08
155,22.995674912460956,0.022969709794363618,0.024214333332994952,31.0
156,23.015914576234746,0.0229610932949843,0.02417406532856896,31.18
157,23.04610573974298,0.022957690110779302,0.024165095040338952,31.58
158,23.02177558615891,0.0229217879473533,0.024111215941251495,31.46
159,23.014596732861335,0.02285457550364157,0.02413498592823024,31.56
160,23.02289671330241,0.02281203023827837,0.02413438222578047,31.64
161,23.047982925722152,0.022808198055140845,0.024069461989187538,31.64
162,23.040434530049033,0.022795601248727856,0.024053283268369845,31.86
163,23.06781605930486,0.022786422386762508,0.02406280265001952,31.78
164,23.072555907931964,0.022781175983952934,0.024043545634746217,32.2
165,23.096745447461434,0.02276932519361969,0.02412469792884049,32.08
166,23.1101532933988,0.022755680255545398,0.02407148114011224,32.18
167,23.11906637913428,0.022748903099083062,0.024093041085112375,32.28
168,23.081134156557436,0.022740426228722598,0.02413637596712751,32.18
169,23.09177180370498,0.022738602174575146,0.02413012713851066,32.26
170,23.122431929289313,0.022725561845149303,0.024143072023501147,32.52
171,23.11962283010429,0.022707979237183817,0.024025718494596813,32.42
172,23.136830773322544,0.02269395863024711,0.023980947538152643,32.66
173,23.13676705499807,0.02268039058178022,0.02399954342835228,32.5
174,23.16246739729494,0.02265843214329792,0.023951620100712917,32.78
175,23.14518049777878,0.022654451336664726,0.023935095595152053,32.86
176,23.13132720986857,0.022620400305672854,0.02386788722647661,33.0
177,23.12077981801467,0.022606426885977284,0.023875353299755462,33.3
178,23.13288402257557,0.022595216126556784,0.02398390580432216,33.38
179,23.205817846080546,0.022591165733045378,0.02400432550750485,33.36
180,23.206817809371223,0.022586236027104963,0.024064348541859723,33.7
181,23.19870095791118,0.02257824179355404,0.02406397914721573,33.74
182,23.191484302804266,0.02257001143412713,0.024073893827746714,33.72
183,23.214107466751575,0.022551108638250134,0.024010822170005604,33.66
184,23.223861846108175,0.022548049974610827,0.024037548689243148,33.72
185,23.26239389980019,0.022547788858854747,0.024010351402267593,34.1
186,23.240639989482997,0.02254519213971213,0.023947774683223108,34.4
187,23.232115828004925,0.02254518235200261,0.023973203610814866,34.38
188,23.222018448942162,0.022543245874960864,0.023961033302700364,34.2
189,23.266002950257235,0.022531880121635692,0.023955970807448587,34.34
190,23.233683808776487,0.0225209111640013,0.023974043837856344,34.42
191,23.24549821279463,0.022514051632274774,0.023971043133533057,34.48
192,23.264275007690248,0.022499926197776632,0.024255349089106357,34.46
193,23.30025551081716,0.022499061545149433,0.02424714768113169,34.66
194,23.317770410824416,0.022493724259893363,0.02428345845102058,34.52
195,23.30240745289357,0.022482844134355143,0.0242722772220626,34.58
196,23.314250209684552,0.0224770107015599,0.0242801341957502,34.7
197,23.26148570592477,0.022460912880325673,0.024245742573053165,34.56
198,23.271778224486642,0.022449637755473678,0.024280799763819676,34.96
199,23.538112107024862,0.022440758233991366,0.024263092548700203,35.32
200,23.390118451533525,0.022434250234885548,0.02424628402116697,35.58
201,23.35654124030938,0.022428289658912953,0.024219716110916625,35.64
202,23.405840091142892,0.022419915872796504,0.02412102692889362,36.0
203,23.374623582893893,0.022411267624043014,0.023811054038408316,35.98
204,23.433011994288265,0.0224081786258547,0.023783674668561506,35.98
205,23.41837602520029,0.022406401725733462,0.023818405241939632,35.94
206,23.432502868150713,0.022399663624506353,0.02383170355531007,36.18
207,23.4181420137645,0.02239955320198179,0.023831940015460983,35.94
208,23.426502479371667,0.022396360811179527,0.023849843263564728,36.22
209,23.46834930892288,0.02239000920360346,0.023832672224517664,36.32
210,23.468029567487648,0.022382116748886523,0.023865200598965707,36.46
211,23.494543436924232,0.022369546880714193,0.02378536483572045,36.32
212,23.489186817239844,0.022366592221128537,0.02380618562900294,37.02
213,23.46370987614224,0.022365614462028824,0.023815455958359898,36.96
214,23.482610402070566,0.022358594180122267,0.023777172672195823,36.82
215,23.478685145018552,0.022356010351339814,0.02377800822769943,36.86
216,23.518002942291716,0.022351923005944387,0.0237739638530396,37.04
217,23.529853673837096,0.02233689496800538,0.023811865700770794,37.1
218,23.53636195923702,0.022335631494194704,0.023795238547879544,37.38
219,23.515429824034328,0.022331088195101653,0.02376967102676402,37.32
220,23.546888568923187,0.02232864904512293,0.023763068060671876,37.2
221,23.580503337186347,0.022322181134299898,0.02380849104874226,37.18
222,23.57747863509552,0.022314246416132683,0.023793591916139185,37.64
223,23.562563862762637,0.022310244932993526,0.02391114875872033,37.72
224,23.588368827429875,0.02230682026733704,0.023927808020283985,37.78
225,23.587282684458003,0.02230363309335329,0.023920437985209334,37.74
226,23.596936465821056,0.02230040254357365,0.02388320692976266,37.78
227,23.582036254095836,0.022297790614047283,0.023907893833975888,37.9
228,23.60618432605319,0.022289248572556448,0.02391298570370333,37.98
229,23.589664272059018,0.02228800521242175,0.023942215757642465,37.94
230,23.65312081179698,0.022281753481773386,0.023900648881540178,38.1
231,23.65436064946596,0.022278146865652132,0.023943397587017166,37.98
232,23.645765995965068,0.022267425040826492,0.023916441146349124,38.26
233,23.644679710687505,0.022265126560513618,0.024054750287114016,38.1
234,23.619216698368145,0.022258395630424047,0.024349307803784623,38.1
235,23.63620668780657,0.022255038696452477,0.024319234752382794,38.32
236,23.614942521736864,0.02224968754905832,0.024335576688808005,38.32
237,23.66540737690064,0.022244902079928356,0.02423711643410994,38.54
238,23.708891347279913,0.02223750127749978,0.024187645912151057,39.0
239,23.686726125337444,0.022236249046667392,0.02418562867326435,38.94
240,23.679819142194464,0.022233119451517496,0.024181787240908068,39.1
241,23.733083152296803,0.02222652560925466,0.024205735767138043,39.2
242,23.687285393939675,0.022223158819622356,0.024202996535443354,39.38
243,23.7374513012203,0.022222635386151494,0.02390405329256914,39.18
244,23.726503623501284,0.02221701183909492,0.023900000627863238,39.32
245,23.753452404365962,0.02221393128715099,0.023984492977513008,39.6
246,23.79154456028018,0.022212139750031234,0.024066481686212123,39.58
247,23.751989290722612,0.022208898821243085,0.024085292409724565,39.58
248,23.746974037090567,0.02219880621127133,0.024172839568608825,39.42
249,23.796253494647388,0.022197161857719062,0.024304563031827046,39.46
250,23.770479791462694,0.022193571739804626,0.02431114790205286,39.56
