generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,errors_min,errors_lq,errors_med,errors_uq,errors_max,errors_std,errors_mean,bounds_min,bounds_lq,bounds_med,bounds_uq,bounds_max,bounds_std,bounds_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,test_rse,best_candidate_size,best_candidate_solution
1,9.944339502621915,1.387014867114932,2.7491299284652957,12.698808678344516,74.67167152320052,590123550893401.9,37247969835990.37,2360500874750.4727,1.0356349387995198,2.397599462515475,12.347428750029106,74.3202915948851,590123550893401.5,37247969835990.37,2360500874750.123,0.3460609318996415,0.3513799283154122,0.3513799283154122,0.3513799283154122,0.35388888888888886,0.0011697109620945384,0.35088536200716847,3.0,3.0,3.0,7.0,7.0,1.7446787669940849,4.064,0.01365772451521237,0.11686626765329836,-0.0038847594168431865,0.044037599155253716,1.0038847594168439,3,"add(ARG118, ARG73)"
2,9.996656123784305,1.3841295624554337,2.2977435316760686,3.487975380477031,14.564505796670847,888612974.1119,56087896.83033289,3563736.3659791485,1.0356349387995198,1.9491360047943485,3.1394807568211167,14.214844506348268,888612973.7634053,56087896.83036446,3563736.0169875505,0.34703942652329745,0.34849462365591394,0.34849462365591394,0.34849462365591394,0.35461648745519714,0.0013410968417655743,0.34899159856630824,3.0,3.0,3.0,5.0,9.0,1.5546369351073583,3.848,0.01365772451521237,0.11686626765329836,-0.0038847594168431865,0.044037599155253716,1.0038847594168439,3,"add(ARG118, ARG73)"
3,10.027971414966942,1.330195470289929,2.0969503329606862,2.5562240050187697,6.516255052144748,70120162.87348145,4417116.332945346,279421.77921919234,0.9826291620462015,1.7493840247169583,2.208657696775042,6.1673339051913425,70120162.52591515,4417116.332978448,279421.4311295009,0.34586021505376346,0.3475663082437276,0.3475663082437276,0.3475663082437276,0.354741935483871,0.0014557779135809072,0.3480896914135572,1.0,3.0,3.0,3.0,11.0,1.4315157399391156,3.597609561752988,0.011302179183659894,0.10631170765094451,0.16925506748676422,0.04243370128708765,0.8307449325132353,3,"mul(ARG29, ARG53)"
4,10.160006853394862,1.340105864555162,1.8479961640490368,2.2910149183227553,2.6051652962670886,62875.54296456789,3972.2312446019723,279.6323753359509,0.9826291620462015,1.4905194615400763,1.9335382158137948,2.247688593758128,62875.18548786538,3972.2312707337715,279.27559994289953,0.34177060931899644,0.35747670250896046,0.35747670250896046,0.35747670250896046,0.3578279569892473,0.002821027383897367,0.35677539305145006,1.0,3.0,3.0,3.0,11.0,1.4059173325538954,3.549800796812749,0.011302179183659894,0.10631170765094451,0.16925506748676422,0.04243370128708765,0.8307449325132353,3,"mul(ARG29, ARG53)"
5,10.04780413861954,1.2572505966243122,1.7027847982496833,2.1669041626551415,2.4684955496918306,770.2825561368081,55.65906924350682,7.8345610939756485,0.9111143959074663,1.3566485975328375,1.820767961938296,2.1223593489749843,769.9364199360913,55.65906999406354,7.488401103114718,0.34573476702508954,0.3461362007168458,0.3461362007168458,0.3461362007168458,0.3505519713261649,0.00030443152479997553,0.3461599908609289,1.0,3.0,3.0,3.0,11.0,1.1497320468798569,3.4382470119521913,0.011809314846896457,0.1086706715121263,0.13197903642369213,0.038673796633724944,0.8680209635763093,3,"mul(ARG29, ARG38)"
6,9.969829692562143,1.0979846188492766,1.5499313495680522,1.9450677687283824,2.3004716510896674,18151.00755073287,1145.5080521877305,75.55794706032371,0.7463036152650473,1.198250345983823,1.593386765144153,1.948790647505438,18150.655669012438,1145.5080383830316,75.20630559795812,0.34801792114695335,0.3516810035842294,0.3516810035842294,0.3516810035842294,0.3520322580645161,0.00038383343316858654,0.35164146236559146,1.0,3.0,3.0,3.0,9.0,1.2132600710482482,3.4,0.010031868544615564,0.10015921597444523,0.26262680659610615,0.04594734161053746,0.737373193403894,3,"mul(ARG29, ARG37)"
7,9.97726966772143,1.0673280208108609,1.4958590704738284,1.6639809920822688,2.0395438993266906,271.4292579623922,17.50631788533301,3.2297638557717936,0.7158728236782443,1.1444038733412119,1.3125257949496523,1.6880887021940743,271.0778027652596,17.50636095185685,2.878328730323765,0.3484444444444444,0.3514551971326164,0.3514551971326164,0.3514551971326164,0.3514551971326164,0.00022458771065782065,0.3514351254480287,1.0,3.0,3.0,3.0,9.0,1.2224303661149782,3.392,0.010833421152684675,0.10408372184296964,0.20371022453917997,0.061051306283125065,0.7962897754608205,3,"mul(ARG40, ARG38)"
8,9.988338128528085,1.0618793887237963,1.3589748576842995,1.5888090970591775,1.9123549772909374,6450.137194354829,414.38425722477643,33.50361463383325,0.7152664854979899,1.0123619544584932,1.242196193833371,1.565742074065131,6449.790581451603,414.38425910604064,33.156949945661204,0.34641218637992827,0.3466129032258064,0.3466129032258064,0.3466129032258064,0.35328673835125446,0.000585870984538422,0.34666468817204305,1.0,3.0,3.0,3.0,9.0,1.3299263137482467,3.464,0.01039578277759112,0.10195971154132949,0.23587799116846175,0.055170597050523434,0.7641220088315387,3,"mul(ARG38, ARG39)"
9,9.995971638100855,1.0671732955338322,1.3209012397197575,1.5534463422266516,1.8403403886118939,1958.2834055822616,123.55827396303187,10.19715510311154,0.7152664854979899,0.9689944296839152,1.2015395321908093,1.4884335785760516,1957.9321511019748,123.55832003012043,9.845280006337347,0.34819354838709676,0.3519068100358423,0.3519068100358423,0.3519068100358423,0.3521075268817204,0.00032911051021287637,0.3518750967741936,1.0,3.0,3.0,3.0,9.0,1.3569141461418994,3.472,0.01039578277759112,0.10195971154132949,0.23587799116846175,0.055170597050523434,0.7641220088315387,3,"mul(ARG39, ARG38)"
10,10.139159781727358,1.0661803220354407,1.2774989166614688,1.4977952020421252,1.8347044047512804,47260769.88858855,2983049.352382878,189045.08220268658,0.7133451965874119,0.9246637912134401,1.1449600765940966,1.4818692793032517,47260769.53575342,2983049.3523815046,189044.72938923858,0.34686379928315414,0.35283512544802864,0.35283512544802864,0.35283512544802864,0.35328673835125446,0.0003784104001002352,0.35281344802867376,1.0,3.0,3.0,3.0,15.0,1.8261040496094407,3.688,0.009988604358472883,0.09994300555052807,0.26580685734678833,0.049508808300560786,0.7341931426532118,3,"mul(ARG38, ARG37)"
11,10.04073728642561,1.0601839062648313,1.228774434375145,1.468822441173183,1.8238076371078087,10373877.49809132,728128.2589991854,61955.61089968294,0.7133451965874119,0.8819357246977255,1.1219837314957637,1.4769689274303892,10373877.15125261,728128.2589985364,61955.26406860052,0.3459856630824373,0.3468387096774193,0.3468387096774193,0.3468387096774193,0.3468387096774193,7.11217705041272e-05,0.346831082437276,1.0,3.0,3.0,3.0,9.0,1.6765870093735071,3.584,0.009988604358472883,0.09994300555052807,0.26580685734678833,0.049508808300560786,0.7341931426532118,3,"mul(ARG38, ARG37)"
12,10.094549814761649,1.065277096228989,1.1881083767183966,1.469282191228008,1.8960508504410054,87741.9450027461,5538.063791328767,352.77656180230747,0.7133451965874119,0.8361764770768195,1.117350291586431,1.5441189507994284,87741.59307084646,5538.063790770216,352.4246387342071,0.35092831541218633,0.3519318996415771,0.3519318996415771,0.3519318996415771,0.35218279569892474,8.73900033167138e-05,0.3519230681003585,1.0,3.0,3.0,3.0,11.0,2.1096957126562117,3.928,0.009988604358472883,0.09994300555052807,0.26580685734678833,0.049508808300560786,0.7341931426532118,3,"mul(ARG38, ARG37)"
13,10.225890806175812,1.0632699277702076,1.1861012082596152,1.4660039202147042,1.9958585361373038,140617880.23204362,8858023.12145627,560237.0858557983,0.7133451965874119,0.8361764770768195,1.1160791890319086,1.6459338049545083,140617879.88211888,8858023.12145795,560236.7359044779,0.3495232974910394,0.34992473118279566,0.34992473118279566,0.34992473118279566,0.3523835125448028,0.00020693117889081423,0.3499513201673592,1.0,3.0,3.0,5.0,11.0,2.327566282742281,4.211155378486056,0.009988604358472883,0.09994300555052807,0.26580685734678833,0.049508808300560786,0.7341931426532118,3,"mul(ARG37, ARG38)"
14,10.234462103827354,1.0506869695819625,1.1017410854209782,1.3294264730759713,1.9560784781227802,32.13106770227382,3.36906315147451,2.007503675154495,0.7016152849941488,0.7526694008331645,0.9803547884881576,1.6070067935349666,31.779888490804282,3.3688457836491774,1.6584060980935629,0.3476164874551971,0.3490716845878136,0.3490716845878136,0.3490716845878136,0.35163082437275983,0.0003088437484224105,0.3490975770609318,1.0,3.0,3.0,5.0,13.0,2.597488017296711,4.416,0.009953946225800614,0.09976946539798945,0.26835433669745057,0.05014603731742079,0.7316456633025495,5,"mul(ARG38, add(ARG50, ARG37))"
15,10.287656460477592,1.0329222668504117,1.1052536302238454,1.2869277859635608,1.9781182510155075,57649.05954497248,3638.640550066631,232.2857010589891,0.6803380374597305,0.7526694008331645,0.9343435565728797,1.6255340216248266,57648.70696074309,3638.640545921462,231.93318266472374,0.347415770609319,0.352584229390681,0.352584229390681,0.352584229390681,0.3528853046594982,0.0004867917762499158,0.3525183942652329,1.0,3.0,3.0,5.0,13.0,2.8310959008836134,4.664,0.009928990752782484,0.09964432122696448,0.27018864072071846,0.060786274770198254,0.7298113592792821,9,"mul(ARG38, sub(add(ARG62, ARG37), mul(ARG62, ARG38)))"
16,10.502542842969433,1.0290584675672574,1.0950240453725741,1.3239029505766493,2.009919170302343,191.88730516754364,15.106890412348864,3.2410894773651617,0.6803380374597305,0.7463036152650473,0.9751825204691225,1.661198740194816,191.5385847374361,15.106893129516138,2.892330911056918,0.34841935483870967,0.34872043010752685,0.34872043010752685,0.34872043010752685,0.3519318996415771,0.00033399307278734233,0.34875856630824364,1.0,3.0,3.0,7.0,19.0,2.924424045859287,4.912,0.009928990752782484,0.09964432122696448,0.27018864072071846,0.060786274770198254,0.7298113592792821,9,"mul(ARG38, sub(add(ARG62, ARG37), mul(ARG62, ARG38)))"
