generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,19.964280072948895,0.08482027956161817,0.14875202655485462,0.46618829970401243,4.67673006745948,625837.9597975088,62518.73064622383,7283.079563891936,3.0,3.0,3.0,3.5,7.0,1.6602409463689298,3.94,0.04808103205385976,0.219273874535613,0.128160058418889,0.144859,3,"add(ARG50, ARG107)"
2,20.055696389870718,0.0628949733382253,0.12488209844730258,0.1783936770433103,0.49150207877728413,256.6689678764657,28.82723663759689,4.659708263517924,3.0,3.0,3.0,3.0,9.0,1.4437451298619157,3.66,0.04362672053422371,0.2088701044530397,0.20892884663278122,0.09960000000000001,3,"multiply(ARG41, ARG1)"
3,19.990665089921094,0.06280994968132059,0.11092282863388198,0.14045175426873818,0.22913197191831872,541.888743196244,61.96140201600278,9.027905218851824,1.0,3.0,3.0,3.0,13.0,1.5588457268119895,3.5,0.04362672053422371,0.2088701044530397,0.20892884663278122,0.09960000000000001,3,"multiply(ARG41, ARG1)"
4,20.171821088704746,0.0628499077956963,0.09697215293997057,0.1232483017911781,0.17532685382779056,16.99790957326706,1.6805889681490858,0.3510955837289824,1.0,3.0,3.0,3.0,13.0,1.4799910448360232,3.514851485148515,0.04362672053422371,0.2088701044530397,0.20892884663278122,0.09960000000000001,3,"multiply(ARG41, ARG1)"
5,20.017973949667066,0.0628270745874816,0.08894331297716584,0.11350665776125712,0.13696059202776853,8.672715152630722,1.0005943416505894,0.2740381155975008,1.0,3.0,3.0,3.0,15.0,2.0453850493244543,3.58,0.04362672053422371,0.2088701044530397,0.20892884663278122,0.09960000000000001,3,"multiply(ARG41, ARG1)"
6,20.137961939151864,0.054496191599943955,0.0780959794460382,0.10374092561330062,0.1312599749059969,328655.3500726138,32540.07720854555,3254.581146395492,3.0,3.0,3.0,3.0,9.0,1.0802520156028401,3.3168316831683167,0.03520866287145242,0.1876397156026741,0.3615711379362555,0.07469999999999999,3,"multiply(ARG40, ARG17)"
7,19.968466395454016,0.05366211054644744,0.06480826938849799,0.08186503294795325,0.1096665372941798,11.255085609556401,1.1117388674493687,0.20273769621927706,3.0,3.0,3.0,3.0,7.0,0.5834380858325927,3.14,0.03508700524207012,0.18731525629822607,0.36377712179231636,0.074,3,"multiply(ARG41, ARG17)"
8,19.94804423401365,0.04934182515357939,0.05941964634421615,0.06927851983237572,0.09258327395974857,1.245854423264063,0.11904176405534259,0.09073846733609921,3.0,3.0,3.0,3.0,5.0,0.39191835884530857,3.08,0.0369535818196995,0.19223314443586334,0.32993100940907705,0.07899999999999999,3,"multiply(ARG30, ARG41)"
9,19.958382108306978,0.0493708492013924,0.05928629088409051,0.06003642388784913,0.07099464862455696,0.4918683496604619,0.05561224110783551,0.07352889907453143,3.0,3.0,3.0,3.0,9.0,0.7310266752998824,3.16,0.0369535818196995,0.19223314443586334,0.32993100940907705,0.07899999999999999,3,"multiply(ARG30, ARG41)"
10,19.944123452238273,0.04314077897584019,0.054467405464853735,0.05937992344120001,0.06475088723814215,66.7475451840493,6.635082689695898,0.754344135198979,3.0,3.0,3.0,3.0,9.0,1.0954451150103321,3.4,0.0306855838230384,0.17517301111483582,0.44358686856613627,0.07650000000000001,5,"multiply(ARG30, add(ARG10, ARG40))"
11,20.169784991652705,0.04318613758460935,0.054471964355026395,0.05936417614750431,0.06272512268444598,0.4667332903155045,0.06278342161677504,0.0737052830285227,1.0,3.0,3.0,3.0,9.0,1.156340698665856,3.4554455445544554,0.0306855838230384,0.17517301111483582,0.44358686856613627,0.07650000000000001,5,"multiply(ARG30, add(ARG10, ARG40))"
12,19.984066985722166,0.04317273617747301,0.05450368120522761,0.0594309957450779,0.06616867624734804,0.20677973424337104,0.02540510686790721,0.06650268715536634,3.0,3.0,3.0,3.0,11.0,1.1951568934662928,3.46,0.0306855838230384,0.17517301111483582,0.44358686856613627,0.07650000000000001,5,"multiply(ARG30, add(ARG10, ARG40))"
