generation_num,generation_time,fitness_min,fitness_lq,fitness_med,fitness_uq,fitness_max,fitness_std,fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,mse,rmse,r2,mae,best_size,best_solution
1,0.07706965073878891,206.23233488215746,288.56580334506236,310.20745683588706,328.1478787666531,410.3802211193595,37.49794928118151,307.18535522276153,3.0,3.0,3.0,7.0,7.0,1.839081896551163,4.533333333333333,29.393795341112504,5.4216044987727114,-0.06723796576897367,1.4214924999999998,7,"add(multiply(-0.4229, ARG0), multiply(ARG0, ARG0))"
2,0.0800244650198032,203.28053619586706,287.30912336716506,310.2567476956593,319.3795980970212,362.2643476134366,42.978257192963014,296.06504730626074,3.0,3.0,5.0,7.0,9.0,1.9561867668161612,5.2,29.393795341112504,5.4216044987727114,-0.06723796576897367,1.4214924999999998,7,"add(multiply(-0.4229, ARG0), multiply(ARG0, ARG0))"
3,0.08560764665635245,141.98678978955311,243.15058834781055,292.4216422780577,311.5362385484725,418.57358284602583,53.23800626857731,280.66725645564014,3.0,3.0,5.0,7.0,9.0,1.8384266901645172,5.32258064516129,20.8719562378,4.568583613966149,0.24217530065970616,1.4062499999999993,7,"add(multiply(ARG0, ARG0), multiply(ARG0, ARG0))"
4,0.08178192776159299,141.17505016236177,211.19495357202555,267.1207690537324,312.41617075430395,441.46075471329635,71.26210819609317,267.7068593493557,3.0,3.5,5.0,7.0,9.0,1.9102065042525873,5.466666666666667,20.8719562378,4.568583613966149,0.24217530065970616,1.4062499999999993,7,"add(multiply(ARG0, ARG0), multiply(ARG0, ARG0))"
5,0.08321038209374576,139.6868608458443,208.26551556752918,234.67114536102366,320.83261542948605,433.5220396990193,71.14673579350428,258.14635841689693,3.0,3.0,5.0,7.0,11.0,2.3748684174075834,5.6,20.8719562378,4.568583613966149,0.24217530065970616,1.4062499999999993,7,"add(multiply(ARG0, ARG0), multiply(ARG0, ARG0))"
6,0.08045394053030686,142.3926596031488,208.74825078823727,222.85185727613293,327.4795501246446,371.30423846867797,73.32756252349787,257.06135687584316,3.0,5.0,7.0,7.0,13.0,2.6025628394590847,6.6,20.8719562378,4.568583613966149,0.24217530065970616,1.4062499999999993,7,"add(multiply(ARG0, ARG0), multiply(ARG0, ARG0))"
7,0.08123775468267769,140.90447028663132,203.48996352369548,209.61756387729673,230.89397179324527,373.4475386789493,69.33862574918507,226.42676413005353,3.0,5.0,7.0,7.0,15.0,2.5951206917572605,6.67741935483871,20.8719562378,4.568583613966149,0.24217530065970616,1.4062499999999993,7,"add(multiply(ARG0, ARG0), multiply(ARG0, ARG0))"
8,0.08279741392559381,131.5634913996872,143.37351165267168,205.54358185535636,224.88020951002346,332.8244466795546,56.21987873687056,208.01451868655732,3.0,6.0,7.0,7.0,11.0,2.1513976774881374,6.870967741935484,15.620390002916283,3.9522639085613047,0.4328506047698626,0.9785251799999999,11,"add(multiply(subtract(ARG0, 0.0476), add(-0.7157, ARG0)), multiply(ARG0, ARG0))"
9,0.07956595935550781,127.66668841041579,142.3250146342162,210.31862596384286,238.63310951001142,315.85555175312004,58.071381096819024,202.64059759877725,3.0,7.0,7.0,9.0,11.0,1.9290214693840069,7.387096774193548,15.620390002916283,3.9522639085613047,0.4328506047698626,0.9785251799999999,11,"add(multiply(subtract(ARG0, 0.0476), add(-0.7157, ARG0)), multiply(ARG0, ARG0))"
10,0.07986422995524789,129.95528699141644,142.62941699441294,208.30678822835995,243.5017005834984,332.50927201413845,64.94109107835396,210.69297469647276,3.0,5.5,7.0,9.0,13.0,2.739829678404603,7.6,15.620390002916283,3.9522639085613047,0.4328506047698626,0.9785251799999999,11,"add(multiply(subtract(ARG0, 0.0476), add(-0.7157, ARG0)), multiply(ARG0, ARG0))"
