generation_num,generation_time,fitness_min,fitness_lq,fitness_med,fitness_uq,fitness_max,fitness_std,fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,mse,rmse,r2,mae,best_size,best_solution
11,0.01659243110323061,35.870029032228565,39.68529429851429,56.3553246502954,127.61475730922858,817.6425516554698,144.76691130986464,114.47742948498372,7.0,15.5,17.0,20.5,27.0,4.88262224629348,17.4,2.313075965800001,1.5208799971726898,0.9160162047887462,1.0344299999999997,17,"add(subtract(subtract(0.8265, add(ARG0, ARG0)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
12,0.018340785350595912,19.347302511657144,40.00056952251429,70.33667385208571,126.47345871883626,218.59959663594282,54.16855338424988,85.82287804036251,9.0,15.0,17.0,22.0,33.0,5.774103441358567,18.419354838709676,5.840565053799993,2.416726102354173,0.7879391655748345,1.7700299999999993,21,"add(subtract(subtract(0.8265, add(ARG0, ARG0)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(add(-0.2884, ARG0), add(ARG0, ARG0)))))"
13,0.023541449059224284,12.72924243951428,39.370106723228574,40.62140906694286,111.85272895365715,1833.0591959791834,315.8378378620763,131.3275020499296,7.0,17.0,19.0,23.0,31.0,5.889725440530169,19.387096774193548,11.987497528799997,3.4622965685798777,0.5647546589737908,3.2258999999999998,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(-0.2884, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
14,0.022052373782939894,12.72924243951428,39.23504844251428,51.9202914505143,197.3440621227286,996.7614952076165,265.69205477482365,188.47667839246205,9.0,17.0,21.0,27.0,33.0,6.4844326510043295,21.129032258064516,11.987497528799997,3.4622965685798777,0.5647546589737908,3.2258999999999998,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(-0.2884, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
15,0.030510389658440662,12.72924243951428,36.851272861300004,42.57545762237142,109.25792450094283,664.44378717805,148.51553840910992,110.54776273934434,11.0,19.0,21.0,26.0,35.0,5.782027484492407,22.29032258064516,11.987497528799997,3.4622965685798777,0.5647546589737908,3.2258999999999998,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(-0.2884, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
16,0.020019125737493537,11.33032672522857,17.828660590514286,42.014429733728576,130.9947961484498,1891.7890373706125,333.5704608646215,138.3778583996633,11.0,19.5,25.0,29.0,31.0,6.660330322138686,23.2,11.891317528799997,3.448378971168917,0.5682467887364313,2.812499999999999,31,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, add(-0.2884, ARG0)), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
17,0.02458767243759241,10.914817309228571,12.72924243951428,17.489508743371434,95.44463615722859,342.53315422522866,79.87527926096568,61.55640291811925,11.0,23.0,29.0,30.0,31.0,5.954387848587358,25.64516129032258,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
18,0.022459649532244885,10.914817309228571,12.320713850371424,17.489508743371434,26.26426916637143,161.2544481538,28.780884484407615,26.125245087594937,19.0,29.0,29.0,31.0,35.0,3.6312896205084613,29.322580645161292,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
19,0.022617892241268978,10.914817309228571,13.636972017228569,19.9551166898,40.95500656113929,424.0306656183715,81.08878156418852,50.006204207763396,15.0,28.0,31.0,33.0,49.0,6.669857023649077,30.35483870967742,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
20,0.025039916438742038,10.914817309228571,12.413337731514282,22.98708588065714,92.37412797887143,1297.1353619241838,240.3399789819913,109.57328785597883,11.0,29.0,31.0,34.0,49.0,7.729021487417773,30.93548387096774,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
21,0.022655745263391536,10.914817309228571,13.808239306085714,79.9165094187286,256.3038732302441,4493.6953228776665,1086.4176939166707,468.79392040065545,11.0,25.0,31.0,39.0,49.0,9.088209700241052,30.733333333333334,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
22,0.021482870795966447,10.914817309228571,15.519045588657143,43.81943067708573,97.8633476523,1026.7840710177998,189.6722616465681,105.08564791026025,5.0,24.0,29.0,33.0,45.0,8.716126644540157,28.35483870967742,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
23,0.0379005518572173,10.914817309228571,12.70925016637143,26.664235164145673,170.04991492255002,4837.811656597229,916.0308482670715,328.2929932707872,3.0,27.0,31.0,35.0,55.0,8.890444308357148,30.6,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,29,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), add(add(ARG0, ARG0), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
24,0.021881892878793385,10.914817309228571,19.696143683762052,47.12701567425067,159.68385838065717,1404.8523745544694,251.22140241133948,134.19542790098538,7.0,21.5,31.0,35.0,53.0,9.900841715059718,29.8,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,33,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(add(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), ARG0))), subtract(ARG0, ARG0)), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
25,0.02314271158558623,10.914817309228571,11.403269046819975,18.671724472585712,103.18956225251429,287.3909507913714,71.85114298448183,59.95673651615207,13.0,25.5,31.0,33.0,47.0,7.640826017010349,29.533333333333335,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,33,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(add(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), ARG0))), subtract(ARG0, ARG0)), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
26,0.026024664232309425,10.914817309228571,14.26466191643839,30.464318648514286,190.30629088065717,758.0110130235144,152.2537102252555,116.04023574951454,11.0,27.0,31.0,35.0,45.0,7.600865277431298,30.032258064516128,10.880983112800001,3.2986335220512144,0.6049302872219117,2.8124999999999996,33,"add(subtract(subtract(multiply(subtract(ARG0, ARG0), ARG0), add(add(add(ARG0, ARG0), ARG0), add(add(ARG0, ARG0), ARG0))), subtract(ARG0, ARG0)), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
27,0.024152789596965096,10.75871663722857,11.33032672522857,22.202231505657142,170.46498302351432,1113.9647405235141,208.6220123011034,117.92420454387053,13.0,26.0,31.0,33.0,41.0,6.055587112390872,29.322580645161292,10.401482440799999,3.2251329338183874,0.6223401288511202,2.812499999999999,31,"add(subtract(subtract(add(ARG0, -0.4452), add(add(ARG0, ARG0), add(add(ARG0, add(-0.2884, add(ARG0, ARG0))), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
28,0.02395555542906247,10.75871663722857,12.274351389757658,22.98708588065714,45.55821958601429,208.42038735022854,44.7422376895091,40.795688542268756,15.0,27.0,31.0,33.0,41.0,5.9389891472851915,29.774193548387096,10.401482440799999,3.2251329338183874,0.6223401288511202,2.812499999999999,31,"add(subtract(subtract(add(ARG0, -0.4452), add(add(ARG0, ARG0), add(add(ARG0, add(-0.2884, add(ARG0, ARG0))), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
29,0.025338186868701262,10.75871663722857,12.255385377514285,29.006748776871426,111.65130710833571,1173.0165305402552,212.95076729039985,106.815668118402,13.0,27.5,32.0,35.0,65.0,9.707728879609277,32.6,10.401482440799999,3.2251329338183874,0.6223401288511202,2.812499999999999,31,"add(subtract(subtract(add(ARG0, -0.4452), add(add(ARG0, ARG0), add(add(ARG0, add(-0.2884, add(ARG0, ARG0))), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
30,0.02343614365933422,10.651695130219641,15.83258959615268,22.202231505657142,55.80739838065715,120.25562730922859,33.545984146538764,39.587244723321234,13.0,29.0,33.0,35.0,49.0,6.803928595217923,32.354838709677416,10.223239281112503,3.1973800651646815,0.6288118302748233,2.8848749999999996,33,"add(subtract(subtract(add(ARG0, -0.4452), add(add(ARG0, ARG0), add(add(ARG0, add(-0.2884, subtract(ARG0, multiply(-0.9035, ARG0)))), ARG0))), ARG0), multiply(ARG0, add(add(add(ARG0, ARG0), ARG0), add(ARG0, ARG0))))"
