generation_num,generation_time,fitness_min,fitness_lq,fitness_med,fitness_uq,fitness_max,fitness_std,fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,mse,rmse,r2,mae,best_size,best_solution
1,0.01021206230664351,140.21241730922858,198.79308416339285,208.71716829563928,220.37371232880002,639.2799588284443,100.90023839247021,235.23390643031448,3.0,3.0,4.0,7.0,7.0,1.8427033281447003,4.733333333333333,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,7,"add(subtract(ARG0, ARG0), multiply(ARG0, ARG0))"
2,0.010231984949866213,124.36457214065716,194.2196209525143,207.7257843628,211.5625374867965,220.62226579137146,20.582804001008263,200.27212491581605,3.0,3.0,4.0,6.5,9.0,1.8184242262647807,4.6,23.4826156228,4.845886464084771,0.1473867652212053,1.31608,9,"add(subtract(subtract(0.8265, ARG0), ARG0), multiply(ARG0, ARG0))"
3,0.010417834750212851,124.36457214065716,189.93079159193238,207.5917623075145,210.63369738821805,296.61022320739096,41.11343752006791,200.48456844615885,1.0,3.0,7.0,7.0,9.0,2.259793500890439,5.6,23.4826156228,4.845886464084771,0.1473867652212053,1.31608,9,"add(subtract(subtract(0.8265, ARG0), ARG0), multiply(ARG0, ARG0))"
4,0.010724074237460801,122.20228533265715,142.5236962378,190.3156243628,207.604614407961,295.9683689994785,38.583392344900446,182.8244383932354,1.0,5.0,7.0,7.0,11.0,2.291045370325277,6.133333333333334,22.4701038148,4.74026410812731,0.18414932105133264,1.15328,11,"add(subtract(subtract(0.8265, subtract(ARG0, 0.1628)), ARG0), multiply(ARG0, ARG0))"
5,0.011100896803554194,39.68529429851429,140.21241730922858,149.4575330235143,204.3386543539807,403.33342431314816,63.302562487612136,175.50604211634987,3.0,5.0,7.0,9.0,17.0,3.280243893371345,7.2,4.991380517799997,2.234139771321391,0.8187715901136114,1.8940899999999992,17,"add(subtract(subtract(0.8265, subtract(ARG0, 0.1628)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
6,0.011594693746282303,39.68529429851429,140.21241730922858,176.2033046516428,207.6019467725108,267.25625562742624,46.72612028864884,169.25040330905534,3.0,5.0,7.0,9.0,17.0,3.5925849560819945,7.4,4.991380517799997,2.234139771321391,0.8187715901136114,1.8940899999999992,17,"add(subtract(subtract(0.8265, subtract(ARG0, 0.1628)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
7,0.011927971106475033,39.68529429851429,126.71398824419285,149.4575330235143,190.3156243628,220.95833548480002,50.56695772793258,151.38374166061993,1.0,7.0,9.0,12.5,17.0,4.131182235954578,9.0,4.991380517799997,2.234139771321391,0.8187715901136114,1.8940899999999992,17,"add(subtract(subtract(0.8265, subtract(ARG0, 0.1628)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
8,0.013699378698140752,35.870029032228565,73.35877074108572,140.21241730922858,201.65626893052544,218.7409608165054,62.26302884127833,135.42340876486912,3.0,9.0,13.0,17.0,17.0,4.506291897632317,11.6,2.313075965800001,1.5208799971726898,0.9160162047887462,1.0344299999999997,17,"add(subtract(subtract(0.8265, add(ARG0, ARG0)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
9,0.015200407560358453,35.870029032228565,68.12020658326429,100.39917010087143,147.74357815994284,230.4279350770857,58.09440795935631,114.42231661453573,5.0,11.0,14.0,17.0,21.0,4.153178167246005,13.866666666666667,2.313075965800001,1.5208799971726898,0.9160162047887462,1.0344299999999997,17,"add(subtract(subtract(0.8265, add(ARG0, ARG0)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
10,0.016489402576851386,35.870029032228565,49.57416046079998,125.05587425408571,181.20138956976427,289.0417419665038,72.98161987753345,120.4475900795648,5.0,9.5,17.0,18.5,25.0,5.650565360111224,15.266666666666667,2.313075965800001,1.5208799971726898,0.9160162047887462,1.0344299999999997,17,"add(subtract(subtract(0.8265, add(ARG0, ARG0)), ARG0), multiply(ARG0, add(add(-0.2884, ARG0), add(ARG0, ARG0))))"
