generation_num,generation_time,fitness_min,fitness_lq,fitness_med,fitness_uq,fitness_max,fitness_std,fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,mse,rmse,r2,mae,best_size,best_solution
1,0.009987790265796548,140.21241730922858,196.02778975320467,209.73631075870918,220.2956185485143,1703.235829013102,270.5074259815279,262.90777454518934,3.0,3.0,3.0,7.0,7.0,1.8135294011647254,4.333333333333333,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,3,"multiply(ARG0, ARG0)"
2,0.009939122094495989,140.21241730922858,190.3156243628,199.58243905280005,212.18941355103945,233.88322872661962,24.41460033394449,195.7154721058496,3.0,3.0,3.0,4.0,7.0,1.29996397932967,3.7096774193548385,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,3,"multiply(ARG0, ARG0)"
3,0.010086549654341859,140.21241730922858,189.17106785180002,190.3156243628,207.72623568181342,295.95519916376423,32.623383186217296,189.01009929876574,3.0,3.0,3.0,5.0,9.0,1.5102838594476937,3.903225806451613,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,3,"multiply(ARG0, ARG0)"
4,0.010270976408744303,140.21241730922858,140.21241730922858,190.3156243628,190.3156243628,275.93243512961567,32.129964935118956,175.57178197126615,3.0,3.0,3.0,5.0,9.0,1.8897830343066853,4.096774193548387,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,3,"multiply(ARG0, ARG0)"
5,0.011148995756476765,114.92728524605002,140.21241730922858,189.17106785180002,190.3156243628,211.46193856714828,29.858115380634256,169.2690250064317,3.0,3.0,3.0,5.0,9.0,2.1499353995462798,4.333333333333333,34.739883116049995,5.894054895914187,-0.26134518382415406,3.397349999999999,9,"multiply(add(add(ARG0, 0.8733), add(0.4541, ARG0)), ARG0)"
6,0.011542041046336937,107.05436051300536,140.21241730922858,140.21241730922858,189.17106785180002,271.8463228795078,35.39825460446126,156.19264107959737,3.0,3.0,3.0,6.0,13.0,2.65693681057729,4.806451612903226,29.289319964612503,5.411960824378951,-0.06344464520608417,2.7161999999999997,7,"multiply(add(add(ARG0, 0.8733), ARG0), ARG0)"
7,0.01106902057439818,100.66740962557675,134.69617525204333,140.21241730922858,140.21241730922858,209.2353056406571,24.969914316029456,140.3569334731257,3.0,3.0,3.0,7.0,13.0,2.6068286394689535,4.933333333333334,24.90975468861249,4.990967309912227,0.09556980943881177,2.0873999999999993,7,"multiply(add(ARG0, add(0.4541, ARG0)), ARG0)"
8,0.012171027353789388,71.19740195208571,110.99082287952768,140.21241730922858,140.21241730922858,210.98941024514826,29.282348729073366,132.21561328020093,3.0,3.0,7.0,8.0,13.0,3.1658952635833026,5.903225806451613,22.9849856128,4.794265909688364,0.1654548518161737,3.1113299999999997,7,"multiply(add(add(ARG0, ARG0), ARG0), ARG0)"
9,0.013897466693609584,71.19740195208571,105.39384957595627,114.92728524605002,140.21241730922858,217.70656684557682,33.047549247369425,126.8551151512415,3.0,5.0,7.0,11.0,21.0,4.266853100331988,8.290322580645162,22.9849856128,4.794265909688364,0.1654548518161737,3.1113299999999997,7,"multiply(add(add(ARG0, ARG0), ARG0), ARG0)"
10,0.013166874905722992,69.69575364851428,94.38005232375536,116.18108278979108,141.61060450916227,570.9089885918364,98.66667390529753,144.62851492693085,3.0,6.0,7.0,9.0,15.0,3.390627959605397,7.709677419354839,37.22692123779999,6.1013868290578,-0.35164524460378055,3.63867,9,"multiply(add(add(ARG0, ARG0), add(ARG0, ARG0)), ARG0)"
11,0.012858927763341743,69.69575364851428,79.95513951396966,94.70295650565716,140.21241730922858,210.1892298778602,45.72001310176673,114.86499061657486,3.0,7.0,9.0,9.0,17.0,3.1632646895822614,7.838709677419355,37.22692123779999,6.1013868290578,-0.35164524460378055,3.63867,9,"multiply(add(add(ARG0, ARG0), add(ARG0, ARG0)), ARG0)"
12,0.01396548828975508,69.69575364851428,71.19740195208571,88.46842580599198,101.11375055318616,211.7677750770857,30.83963370380732,95.1111918608235,1.0,7.0,9.0,11.0,15.0,3.352610922848042,8.4,37.22692123779999,6.1013868290578,-0.35164524460378055,3.63867,9,"multiply(add(add(ARG0, add(ARG0, ARG0)), ARG0), ARG0)"
13,0.012679623974339638,68.28437235850535,71.19740195208571,75.36099804329555,94.04421398211252,200.54982590723972,27.471428396758142,87.56508986185216,3.0,7.0,8.0,9.0,13.0,2.393509742802166,8.266666666666667,20.981951065112497,4.5806059713876826,0.2381815783661475,2.963925,9,"multiply(add(add(-0.1731, ARG0), add(ARG0, ARG0)), ARG0)"
