generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,19.83711138338731,0.0801441200630282,0.1847969260474208,0.34079347101090696,1.442049146785406,423627.9841820921,42152.54046375448,4368.48266962695,3.0,3.0,3.0,7.0,7.0,1.82822318112423,4.24,0.05152084330709517,0.226982033005027,0.06578692053134516,0.169185,3,"add(ARG109, ARG90)"
2,19.89537950554768,0.0730027022738199,0.1275111448624044,0.2517711608721895,0.7076908909978021,259.62759235276707,27.45950236112263,5.3078046682354625,3.0,3.0,3.0,5.0,13.0,1.8210985695453172,3.94,0.04432822400667779,0.21054268927388048,0.19620867985769608,0.1,5,"multiply(ARG40, add(ARG34, ARG49))"
3,20.169739738756107,0.0730945291330932,0.1164309500383179,0.13719684320997294,0.296454011186907,119.90905355836695,11.995447305158526,1.7365219830193064,1.0,3.0,3.0,3.0,11.0,1.7342284392721832,3.772277227722772,0.04432822400667779,0.21054268927388048,0.19620867985769608,0.1,5,"multiply(ARG40, add(ARG34, ARG49))"
4,20.022751690936275,0.06740125954611259,0.09155470005463708,0.12429844178256777,0.15119153781534414,44.34457953027,4.463238345833992,0.7054618504269751,1.0,3.0,3.0,3.0,9.0,1.3021213641800866,3.495049504950495,0.0473708841903172,0.21764853362776695,0.14103697152614825,0.149,3,"multiply(ARG94, ARG40)"
5,20.080675720098952,0.05189870528434051,0.08017361250933112,0.09887312459527675,0.12858779061769404,36.29499851917831,3.5825024444614395,0.4845467018201106,1.0,3.0,3.0,3.0,11.0,1.0795257956783375,3.376237623762376,0.03495141752921536,0.1869529821351223,0.366235695966057,0.09879999999999999,3,"multiply(ARG40, ARG69)"
6,19.930149975027234,0.051899201454986214,0.06988553204554154,0.09354399127606969,0.12957316723228257,713.6010850527219,71.11213557734995,7.872637275885725,1.0,3.0,3.0,3.0,9.0,1.1859173664298874,3.44,0.03495141752921536,0.1869529821351223,0.366235695966057,0.09879999999999999,3,"multiply(ARG69, ARG40)"
7,20.706943477956884,0.04705499366406223,0.06866122524659642,0.08071916190028713,0.10261759103430301,0.8655558372775259,0.08325797497507176,0.09588148331690638,3.0,3.0,3.0,3.0,9.0,1.207433759954546,3.495049504950495,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(add(ARG62, ARG106), ARG40)"
8,20.099267272600628,0.04700847309509863,0.06732065859933675,0.07600356675040557,0.08837468658634798,0.4509377280147996,0.04455387112768835,0.0841343886148816,3.0,3.0,3.0,3.0,9.0,1.3233294611171185,3.6534653465346536,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(add(ARG62, ARG106), ARG40)"
9,19.98612357463935,0.04696622253004956,0.057009431664435985,0.06864941752841397,0.0810205447102941,3.9994785409163756,0.46417566492191326,0.13602699914513441,3.0,3.0,3.0,3.0,9.0,1.1872657663724666,3.52,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(add(ARG62, ARG106), ARG40)"
10,19.821889323866344,0.0470008320354621,0.051940073511925824,0.0652417933205805,0.07569252028906685,2.3241226488518874,0.22589713869839578,0.09088987602647501,3.0,3.0,3.0,3.5,7.0,0.921737489744233,3.52,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(add(ARG62, ARG106), ARG40)"
11,20.07682523690164,0.04696554831890516,0.05190689209999458,0.05932785806474669,0.06867237698043539,3.118290118284198,0.30383500295713434,0.09718304955466237,1.0,3.0,3.0,3.0,11.0,1.3063304952451993,3.594059405940594,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(ARG40, add(ARG62, ARG106))"
12,19.98838451325355,0.0469644246336645,0.05190180635087614,0.059328283667279005,0.06861653631319756,1.115046480717224,0.10817389908307462,0.07803031400271694,3.0,3.0,3.0,5.0,9.0,1.3266499161421599,3.8,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(ARG40, add(ARG62, ARG106))"
13,20.000679078490066,0.0470129678360613,0.05183718012427361,0.05199471430428363,0.06421297109460396,4.026126117328157,0.39382166193562523,0.10109581258587887,1.0,3.0,3.0,3.0,7.0,0.9991664009142863,3.4356435643564356,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(ARG40, add(ARG62, ARG106))"
14,20.069715120027467,0.04696330094842383,0.051922273390011306,0.059349421926384024,0.06923044159541211,0.23894636827948496,0.03816675920166229,0.07284673420363413,3.0,3.0,3.0,5.0,11.0,1.3886822488939992,3.8514851485148514,0.03139621912634669,0.1771897827933278,0.4307011168495809,0.087141,5,"multiply(ARG40, add(ARG62, ARG106))"
15,20.020633910948163,0.04678626958146982,0.0518538638622353,0.059360487592224245,0.0748639557699534,0.4129244594610273,0.05337272787209914,0.07657979671111743,3.0,3.0,3.0,5.0,11.0,1.5098344280085814,4.02,0.030974404245791006,0.17599546654897394,0.43834976840950923,0.09371619999999999,7,"multiply(ARG40, add(add(ARG99, ARG62), ARG49))"
