generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,15.50214936901466,1441.966570908691,5677.108610949106,311466.4013899525,96307552.4054482,3.944481408475187e+19,3.92467208030143e+18,3.9483875723427494e+17,3.0,3.0,3.0,5.0,7.0,1.6746342884343433,4.34,859.4493375846191,29.31636637758198,-2.0558736705827045,23.441379310344825,5,"add(division(ARG7, ARG4), ARG4)"
2,15.604226446012035,1291.3434687254937,2321.1030844155475,8137.940229641241,114464.57833092322,10250862837238.75,1014910065167.1482,101805101163.37733,3.0,3.0,3.0,5.0,7.0,1.6393839236292438,4.366336633663367,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
3,15.42215056400164,1290.9495735766502,2232.908878728566,2367.0280962819143,24538.789033965033,1377697677565.9116,147727669839.06845,19648911492.79408,3.0,3.0,5.0,5.0,9.0,1.7338973441354597,4.56,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
4,15.59507370000938,1292.5012817387612,2186.462579767162,2346.765176185419,6549.081895995845,38560053005.79111,3934075794.21577,488473823.6200906,3.0,3.0,5.0,7.0,11.0,1.8301572450512458,4.762376237623762,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
5,15.43228691999684,1292.1431952398125,2009.0715941344056,2337.5709510066317,6562.077727967755,8792537820.572844,984938699.6626443,135311214.83762926,3.0,3.0,5.0,7.0,11.0,2.2028163790929103,5.26,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
6,15.498812609992456,1288.323605917693,1718.0128792693931,2303.4862015421563,5649.7347872814025,700078529.7137932,69641748.81293459,7188135.004602436,3.0,3.0,5.0,7.0,15.0,2.6981475126464085,5.8,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
7,15.522204355016584,1288.478776733904,1635.7477941517327,1771.8280041169337,2355.963552230145,4135674793.9084654,411488341.0331799,41420108.84067471,3.0,5.0,7.0,7.0,15.0,2.8433079326727873,6.34,736.9103961165049,27.146093570097797,-1.6201719852386085,20.59,3,"add(ARG4, ARG4)"
8,15.57830310301506,1095.5342738979525,1606.1952177868757,1720.15246775972,2358.7098444050107,15434238.45582579,1535414.2719315058,164045.35389716306,3.0,3.0,5.0,7.0,15.0,3.1396815125104647,6.32,661.2394916526465,25.71457741540091,-1.3511151432958841,17.13,7,"add(division(ARG2, ARG4), add(ARG4, ARG4))"
9,15.621324913023273,1095.3824593483382,1437.945772326887,1688.607649098145,2309.7499511140086,1017554037.2357278,101237138.47527763,10265082.786993604,3.0,5.0,7.0,9.0,15.0,3.413854126936299,7.16,661.2394916526465,25.71457741540091,-1.3511151432958841,17.13,7,"add(division(ARG2, ARG4), add(ARG4, ARG4))"
10,15.80722423500265,1097.0827823040204,1622.4430061787225,1719.200580920457,5637.512368382278,4198919509.9867077,423594061.3799575,50179205.94807088,3.0,5.0,7.0,11.0,21.0,4.247051601886578,8.267326732673267,661.2394916526465,25.71457741540091,-1.3511151432958841,17.13,7,"add(division(ARG2, ARG4), add(ARG4, ARG4))"
11,15.816631422989303,1069.8729415250825,1564.9210559695698,1688.7646162994351,2417.6773487700375,161792795423.64035,16018381486.609598,1611947916.0767958,3.0,5.0,7.0,11.0,19.0,3.8851263107327676,7.930693069306931,591.8718783171521,24.328417094360088,-1.1044703977442265,17.24,5,"add(ARG4, add(ARG4, ARG4))"
12,15.646650292008417,1037.0604797007982,1320.6227366891947,1672.748951485686,2294.4188626456885,17468381.775392797,1841825.6299630452,297251.21275245736,3.0,5.0,7.0,9.0,23.0,4.330127018922194,7.5,574.379219842233,23.966209959904653,-1.0422731836394012,16.8425,7,"add(add(ARG4, 0.5975), add(ARG4, ARG4))"
13,15.706831190007506,971.9346523625254,1289.4130824460306,1532.8529028949115,1725.5911153581765,93494852.0193016,9301891.141026186,951996.4049028477,3.0,5.0,7.0,11.0,23.0,4.768395956713326,8.32,538.8851246091028,23.213899383970432,-0.9160697341272905,15.55627627360171,11,"add(add(ARG4, 0.5975), add(ARG4, add(ARG4, division(-0.7277, -0.5614))))"
14,15.693731483013835,971.3505516182179,1214.9970461107014,1318.468737617799,1740.3078735712652,4483771765.458248,446124982.5210191,44884889.62349786,1.0,5.0,7.0,11.0,25.0,4.340691189200172,7.72,538.8851246091028,23.213899383970432,-0.9160697341272905,15.55627627360171,11,"add(add(ARG4, 0.5975), add(ARG4, add(ARG4, division(-0.7277, -0.5614))))"
15,15.878406131989323,951.0354232127415,1060.0928371324128,1246.448446547013,1635.356264196957,530946196407.6958,52572245573.107086,5394805612.238113,3.0,5.0,7.0,11.0,21.0,4.145193500188443,8.366336633663366,552.1858359527964,23.498634767849737,-0.9633619848950237,14.85835106382979,11,"add(add(ARG4, 0.5975), add(division(ARG5, ARG2), add(ARG4, ARG4)))"
16,15.811705690983217,953.4587913988714,1022.1116766603886,1069.853158737384,1375.958090364395,1.9479475068155656e+18,1.9381832974246272e+17,1.947947506817783e+16,3.0,7.0,9.0,13.0,25.0,4.634479474547276,9.96,552.1858359527964,23.498634767849737,-0.9633619848950237,14.85835106382979,11,"add(add(ARG4, 0.5975), add(division(ARG5, ARG2), add(ARG4, ARG4)))"
17,16.093557017011335,938.0084479443597,1014.6045017297072,1111.7346024738797,1724.9217234880443,151571320831.71838,15007055363.001192,1500767222.2745998,3.0,9.0,11.0,13.0,25.0,4.720436560471826,11.415841584158416,569.1977799661485,23.857866207315112,-1.0238499619314956,14.99435196195006,15,"add(division(division(ARG5, add(ARG4, ARG4)), add(ARG4, ARG4)), add(add(ARG4, ARG4), ARG4))"
18,15.948477483005263,925.3517088159083,1005.5286302915165,1065.9635607368912,1271.0518501023948,5087879.602982055,537097.8855616882,81289.84124763292,3.0,9.0,12.0,15.0,31.0,4.788778549901843,12.26,538.0507813464847,23.19592165330976,-0.9131031280727342,15.12716760548411,11,"add(division(division(ARG0, ARG4), ARG4), add(add(ARG4, ARG4), ARG4))"
19,15.977419106988236,924.2908886625022,997.661881872373,1059.1472093531975,1227.1418093467344,1369693.9744618693,191296.37918514997,30058.05405597249,5.0,9.0,13.0,15.0,23.0,4.304230477100408,12.56,538.0507813464847,23.19592165330976,-0.9131031280727342,15.12716760548411,11,"add(division(division(ARG0, ARG4), ARG4), add(add(ARG4, ARG4), ARG4))"
20,16.121520153974416,925.1378337849796,997.0841886483443,1063.3849888131003,1558.994991869115,5.474791571148489e+17,5.447348834069279e+16,5474791571216268.0,5.0,11.0,13.0,15.0,25.0,4.586240290259551,13.08,538.0507813464847,23.19592165330976,-0.9131031280727342,15.12716760548411,11,"add(division(division(ARG0, ARG4), ARG4), add(add(ARG4, ARG4), ARG4))"
21,16.121610091009643,923.1787385016733,977.3294046567053,1033.134596575996,1249.4701615462563,47736302422.097565,4749699002.653728,477394075.3129038,3.0,11.0,14.0,17.0,31.0,5.219808425603376,14.56,538.0507813464847,23.19592165330976,-0.9131031280727342,15.12716760548411,11,"add(division(division(ARG0, ARG4), ARG4), add(add(ARG4, ARG4), ARG4))"
22,16.319627789023798,910.6858382482039,954.3195663585803,1014.4074547072682,1138.1470895166644,666534.6456358522,88100.8555606228,18775.207136040368,5.0,11.0,15.0,21.0,31.0,5.665097014518246,15.811881188118813,532.7885655552763,23.082213185812062,-0.8943926980542865,14.107007449202484,23,"add(add(add(division(ARG5, ARG2), division(ARG4, ARG4)), ARG4), add(ARG4, add(add(ARG4, division(-0.5614, division(-0.7277, -0.7277))), division(-0.7277, -0.5614))))"
23,16.431002194003668,806.435897711038,938.8192296643088,1016.0206524912807,1138.1049834849773,1380336.5555282799,136565.27687892423,15306.155314210793,5.0,11.0,17.0,23.0,33.0,6.557535694516975,17.534653465346533,466.3876722104722,21.59601056238101,-0.65829647597118,13.28377627360171,13,"add(add(ARG4, division(-0.7277, -0.5614)), add(division(ARG0, add(ARG4, ARG4)), ARG4))"
24,16.276053837005747,808.1729260283323,938.2614460168397,1008.2208705987771,1099.2355770413997,224124432.22257388,24113481.571660466,3208027.2742767143,5.0,13.0,18.0,23.0,43.0,6.750525905438775,18.48,466.3876722104722,21.59601056238101,-0.65829647597118,13.28377627360171,13,"add(add(ARG4, division(-0.7277, -0.5614)), add(division(ARG0, add(ARG4, ARG4)), ARG4))"
25,16.276373736996902,806.3911673681034,937.9387544374665,995.5274725534637,1225.3407757922903,4914061667189.644,488942404790.22144,49146179858.638695,1.0,13.0,19.0,25.0,39.0,7.535807853176725,18.54,466.3876722104722,21.59601056238101,-0.65829647597118,13.28377627360171,13,"add(add(ARG4, division(-0.7277, -0.5614)), add(division(ARG0, add(ARG4, ARG4)), ARG4))"
26,16.3357375220221,805.5338357951898,937.5730670413008,1001.6136070359506,1086.7949135283257,713203094.4763544,71480782.7083609,8139173.2962428965,1.0,13.0,21.0,25.0,43.0,7.971423963132309,19.42,466.3876722104722,21.59601056238101,-0.65829647597118,13.28377627360171,13,"add(add(ARG4, division(-0.7277, -0.5614)), add(division(ARG0, add(ARG4, ARG4)), ARG4))"
27,16.50772400898859,806.2644313964553,937.2453177239661,1021.5773081379617,1108.5932972700216,225730801.38888848,22346308.999484953,2279743.664551262,1.0,13.0,21.0,25.0,39.0,8.000735188255694,19.475247524752476,466.3876722104722,21.59601056238101,-0.65829647597118,13.28377627360171,13,"add(add(ARG4, division(-0.7277, -0.5614)), add(division(ARG0, add(ARG4, ARG4)), ARG4))"
