generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,errors_min,errors_lq,errors_med,errors_uq,errors_max,errors_std,errors_mean,bounds_min,bounds_lq,bounds_med,bounds_uq,bounds_max,bounds_std,bounds_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,8.640120424000031,0.2484229390845448,0.24913978496540312,0.24913978539144968,0.24939068105704446,0.7491397849564494,0.0315766596181048,0.25160069082592346,0.017963605306844294,0.036104855082161026,0.13754249341240643,1.2012437570923284,879469451.3685383,55566016.80552436,3780096.7631689836,0.49684587813620074,0.49827956989247313,0.49827956989247313,0.4984229390681003,0.5037275985663083,0.001345674569030065,0.4989032258064515,3.0,3.0,3.0,7.0,7.0,1.7780888616714294,4.12,0.023777387124154278,0.15419918003723068,-0.7477110865800476,0.07338782670113236,7,"sub(div(ARG101, ARG44), div(ARG99, ARG94))"
2,8.541984385000035,0.2477959729814598,0.2507347688894557,0.25073477040180825,0.25073481881057313,0.7507347676972941,0.031591776085979226,0.25272557903964216,0.008385212789000084,0.03133633383721151,0.0973927467938398,0.4574213406127775,6237100.114201894,393864.6086867704,27001.618360184235,0.4955913978494624,0.5014695340501791,0.5014695340501791,0.5014695340501791,0.5046953405017921,0.0012134462818714157,0.5011219637578718,1.0,3.0,3.0,5.0,13.0,1.8412754796978732,3.9880478087649402,0.023777387124154278,0.15419918003723068,-0.7477110865800476,0.07338782670113236,7,"sub(div(ARG101, ARG44), div(ARG99, ARG94))"
3,9.04610296300001,0.2478315415049509,0.24922939078983536,0.24922939088248927,0.24928380631324487,0.7492293907450287,0.03162891875937636,0.2516387276546974,0.014618063498305106,0.030098195025664784,0.0824706441071385,0.35182243130641605,114158777.55330057,7221715.873568059,489962.120929311,0.49566308243727597,0.49845878136200716,0.49845878136200716,0.49845878136200716,0.5043369175627239,0.0014027538191003258,0.49898551971326166,3.0,3.0,3.0,5.0,15.0,2.0267649098995175,4.168,0.06438122348557444,0.25373455319600136,-3.732217945807127,0.20583937904817692,3,"sub(ARG63, ARG4)"
4,9.634824134999974,0.2457170547953022,0.24754492531880648,0.24754496747701013,0.2475815184403726,0.7475448740040178,0.0330263288742045,0.25079613044495486,0.015494922543832786,0.02842052835976465,0.041252725274059245,0.15734726930267556,108909.59972457845,7195.662883391082,634.1425166013257,0.4914336917562724,0.495089605734767,0.495089605734767,0.495089605734767,0.5053405017921146,0.002394706161078212,0.4957696097331106,3.0,3.0,3.0,5.0,13.0,1.841103061096705,3.9721115537848606,0.04525363591839482,0.2127290199253379,-2.3262814282184836,0.07719443719091111,3,"sub(ARG58, ARG4)"
5,8.59114404799999,0.24572425461490763,0.25080949450892837,0.25081054263238123,0.2508177867332476,0.7508077884633626,0.03908951213353542,0.2543968957305596,0.009842751494724014,0.02650924133478435,0.03177244075253528,0.09121518929738866,3681.330900600682,287.6876111497481,27.297560609990963,0.4914336917562724,0.5016129032258064,0.5016129032258064,0.5016129032258064,0.5038351254480287,0.0012446644669476894,0.5013786379928316,3.0,3.0,3.0,3.0,11.0,1.440977446041401,3.672,0.045678623099088524,0.2137255789536866,-2.357519293147648,0.12649318759889644,3,"sub(ARG13, ARG23)"
6,9.252821045000076,0.2469037906577136,0.2517595047259082,0.25192034382819345,0.2531769776344407,0.7514075319387088,0.036211924697885124,0.25631503268156175,0.008385212789000084,0.02762841601413729,0.03436589527961962,0.11242865817806057,22.203942487162646,1.6057293972795077,0.24911195301303635,0.49111111111111116,0.502437275985663,0.502437275985663,0.502437275985663,0.5063799283154122,0.002318360232238485,0.5014065601393709,1.0,3.0,3.0,3.0,9.0,1.2250202416559435,3.5179282868525896,0.10222716099472441,0.31972982500030306,-6.514010756824821,0.25777322185134444,3,"sub(ARG28, ARG33)"
7,10.265579782000032,0.24668641392624394,0.24980329447624,0.249803463693056,0.24981212754872742,0.7501256577283159,0.0315767696839912,0.2520232875041477,0.010642059423741591,0.026453905646875615,0.0317161485044671,0.08971161567577328,25374.5399573679,1601.2469845618652,109.37966124620016,0.49336917562724014,0.4996057347670251,0.4996057347670251,0.4996057347670251,0.5049820788530466,0.0014899194815422767,0.49973596652815255,1.0,3.0,3.0,4.0,11.0,1.6764531223707992,3.804780876494024,0.0905178847287548,0.30086190308637417,-5.653342936638855,0.16265038536551202,3,"sub(ARG30, ARG62)"
8,8.939028207999968,0.24659830057667334,0.250538620684455,0.25053908984864337,0.2505392965664969,0.750538152391881,0.03151439697802587,0.25244968781240484,0.009842751494724014,0.025753790958425605,0.031059753936267823,0.08270032673087045,9501.041919852221,598.5519976731258,39.51855931434777,0.4931899641577061,0.5010752688172043,0.5010752688172043,0.5010752688172043,0.5043010752688172,0.0011854419490474235,0.5007399791514944,1.0,3.0,3.0,3.0,11.0,1.7437278048349878,3.749003984063745,0.06466565795733162,0.2542944316286372,-3.7531247543264943,0.08871055177792193,3,"sub(ARG73, ARG4)"
9,8.629757809000012,0.2497634250493375,0.2509671308032977,0.2513733826463451,0.25537326111360303,0.7514121705690507,0.042564051113414623,0.26158157789419306,0.008385212789000084,0.026331015625868513,0.03145136168613872,0.0819846770134755,7.141120872774068,0.6060954415604263,0.17328100469672822,0.4932616487455197,0.4983512544802867,0.4983512544802867,0.49883512544802866,0.5043727598566308,0.0014125466054398666,0.49886939068100355,1.0,3.0,3.0,3.0,13.0,1.9742340286804907,3.88,0.007985059992270886,0.08935916288926887,0.4130735306352551,0.032585591901412386,3,"mul(ARG95, ARG49)"
10,8.541846064999959,0.2563950184671985,0.26365444931153686,0.2673242495765229,0.2706976010727003,0.7527032621947971,0.03954617268892783,0.27499835503520625,0.008385212789000084,0.01982783252898627,0.025612325811498245,0.030929544095928352,0.7965062091416469,0.06286364737783683,0.03796235370236241,0.49247311827956985,0.5021505376344086,0.5021505376344086,0.5021505376344086,0.506236559139785,0.0015741157510595768,0.5018285304659497,1.0,3.0,3.0,3.0,9.0,1.274086339303581,3.448,0.007985059992270886,0.08935916288926887,0.4130735306352551,0.032585591901412386,3,"mul(ARG95, ARG49)"
