generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,errors_min,errors_lq,errors_med,errors_uq,errors_max,errors_std,errors_mean,bounds_min,bounds_lq,bounds_med,bounds_uq,bounds_max,bounds_std,bounds_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,20.256578672124306,0.1002877535747439,0.17542448056178633,0.5841726717462508,2.9140886338994023,1959.8950946610548,232.5398821825047,51.02355718784454,0.06692406718016108,0.1169424910394266,0.38970451612903145,1.9412229151737517,1307.3152064705437,155.09430748717756,34.02697016360573,0.4958709677419355,0.499,0.49984587813620074,0.5007813620071684,0.5026236559139785,0.0013326981548681819,0.4998909677419354,3.0,3.0,3.0,5.5,7.0,1.7319353336657808,4.02,0.06660747804766277,0.2580842460276543,-0.20777481866214886,0.069655,3,"add(ARG10, ARG96)"
2,20.16089189716149,0.06217059028431526,0.12858551973013632,0.16203196217895588,0.47006409188640996,518.6457365089693,51.64318904155069,6.165016641319426,0.04142805377060932,0.08574238528853056,0.10800166238547311,0.3133344265232978,345.8167090929137,34.43390914909949,4.110172643597245,0.496831541218638,0.49933512544802866,0.500146953405018,0.5009623655913978,0.5034336917562724,0.0012333574550341573,0.5001351971326166,3.0,3.0,3.0,3.0,9.0,1.3711309200802089,3.6,0.04004554055091819,0.20011381899038905,0.27386538426656293,0.07999999999999999,3,"multiply(ARG42, ARG50)"
3,20.10809431609232,0.05943425869782566,0.09645486914008787,0.1297711043527131,0.17385032222304456,1701.869133695367,169.30419610200295,17.359172329352074,0.039581035505376304,0.06421940660227098,0.08653478433424334,0.11573815059856643,1133.8045882646684,112.79236580855438,11.565150391172935,0.4963082437275986,0.49903942652329747,0.5000931899641576,0.5012168458781362,0.5038136200716846,0.001439169997776131,0.500132688172043,3.0,3.0,3.0,3.0,9.0,0.8047359815492284,3.18,0.040185591151919865,0.20046344093604665,0.27132588578701866,0.09839999999999999,3,"multiply(ARG40, ARG40)"
4,20.26076299761189,0.051938895106642284,0.08449687387151039,0.11753402088271958,0.14466873898442956,1.1241482968170577,0.14764303962161265,0.15053706995363336,0.03460790253763439,0.05630012290127734,0.07829659772246336,0.09642854872801027,0.7482557288944959,0.09836596536833685,0.10034610522801969,0.4960430107526882,0.49926702508960574,0.5000931899641577,0.5010071684587813,0.5034408602150537,0.0013018441718232168,0.5001743369175626,3.0,3.0,3.0,3.0,5.0,0.34117444218463966,3.06,0.03495141752921536,0.1869529821351223,0.366235695966057,0.09879999999999999,3,"multiply(ARG40, ARG69)"
5,20.792775136767887,0.051925994669854064,0.06843489860445037,0.10777277731305811,0.13604074911848096,0.4941123956931399,0.10344127261114403,0.13179647075523523,0.03460790253763439,0.04558145126164874,0.07190693722580642,0.09055750961290336,0.32886918551284167,0.06890538982936464,0.08785441282609951,0.4973405017921147,0.49888172043010753,0.49993548387096776,0.5008458781362007,0.5043727598566308,0.001390342402888867,0.4999460591220412,3.0,3.0,3.0,3.0,5.0,0.33953323167291577,3.0594059405940595,0.03495141752921536,0.1869529821351223,0.366235695966057,0.09879999999999999,3,"multiply(ARG40, ARG69)"
6,20.327322006080067,0.04825444151244475,0.06209980656059966,0.08001347434440076,0.10795937452650428,19.2439942681734,1.8969179504045877,0.2824599909116108,0.03217408668817204,0.041469829701736516,0.053272813347670214,0.0719317124040979,12.821486500062992,1.2638351152534824,0.18823414858079587,0.4968172043010753,0.4992043010752688,0.49979928315412187,0.5007096774193548,0.5040645161290322,0.001179797405709384,0.4998924731182795,3.0,3.0,3.0,3.0,9.0,0.7498651971786727,3.1782178217821784,0.03236388661101837,0.179899657061981,0.41315467228988334,0.06999999999999999,3,"multiply(ARG40, ARG50)"
7,20.191841447580373,0.04818686439846887,0.05933580264534992,0.06959464690663483,0.09043941404603707,0.31787516323076503,0.03885677683903331,0.08121654834158828,0.03217408668817204,0.039581035505376304,0.046384912405017895,0.06019721689605739,0.21153868483900565,0.025893862304944015,0.05414605357830015,0.4964874551971326,0.49899641577060927,0.49979211469534046,0.5007921146953405,0.503326164874552,0.0015053644973078812,0.49994415770609313,1.0,3.0,3.0,3.0,7.0,0.596992462263972,3.06,0.03236388661101837,0.179899657061981,0.41315467228988334,0.06999999999999999,3,"multiply(ARG40, ARG50)"
8,20.34428756465786,0.04817810013112729,0.05346915582915754,0.05935679903694417,0.06485116930174098,0.16637633779627753,0.02097005986233399,0.06560351420679424,0.03217408668817204,0.035602037326164876,0.039581035505376304,0.043238865526881644,0.11091225806451648,0.013973193495591044,0.043736717429079135,0.4965304659498208,0.4990465949820789,0.49983512544802866,0.5005878136200717,0.5048387096774194,0.0013709872304829367,0.499913694595266,1.0,3.0,3.0,3.0,5.0,0.344121726672926,3.01980198019802,0.03236388661101837,0.179899657061981,0.41315467228988334,0.06999999999999999,3,"multiply(ARG40, ARG50)"
9,20.35392671142472,0.04821523294802188,0.051945593410359245,0.0566978511251584,0.05938176771884004,1.424694464114186,0.139554083254824,0.07620478249755067,0.03217408668817204,0.03460790253763439,0.03782116070273567,0.039581035505376304,0.9505412975709945,0.09311129457474776,0.05081701145506673,0.49606451612903224,0.49878853046594984,0.4998853046594982,0.5009749103942652,0.5037992831541218,0.0014769992219326167,0.4998518755101317,3.0,3.0,3.0,3.0,11.0,1.08640528509665,3.217821782178218,0.03236388661101837,0.179899657061981,0.41315467228988334,0.06999999999999999,3,"multiply(ARG40, ARG50)"
10,20.216167855716776,0.04818086779449832,0.05175060650703126,0.05782622920871195,0.05981803811371644,11.399194037968925,1.1285936311600655,0.17469337632756898,0.03217408668817204,0.0345192669390681,0.0385892704301075,0.039834898612903194,7.604368736325299,0.752883293784637,0.11650991265115523,0.49593548387096775,0.49903763440860216,0.4998530465949821,0.5007741935483871,0.5033046594982079,0.001380184641277367,0.49998129032258065,1.0,3.0,3.0,3.0,5.0,0.48332183894378294,3.08,0.03236388661101837,0.179899657061981,0.41315467228988334,0.06999999999999999,3,"multiply(ARG40, ARG50)"
