generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,errors_min,errors_lq,errors_med,errors_uq,errors_max,errors_std,errors_mean,bounds_min,bounds_lq,bounds_med,bounds_uq,bounds_max,bounds_std,bounds_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,test_rse,best_candidate_size,best_candidate_solution
1,10.033797910399334,17.895955091265684,39.774055003146856,107.21678285956887,425.4153178433692,493577450.4124643,31155139.135776356,2040181.7844951088,17.84577946402554,39.7239994475913,107.16660006386994,425.3649701731183,493577450.3622887,31155139.135773014,2040181.7343705795,0.049494623655913984,0.05016129032258065,0.05017562724014338,0.05017562724014338,0.05075627240143369,0.00016314247049753909,0.05012453046594982,3.0,3.0,3.0,7.0,7.0,1.8075220607229114,4.192,0.04014995520735938,0.20037453732288288,0.27197206242875527,0.0825342,0.7280279375712454,5,"mul(ARG28, add(ARG94, ARG106))"
2,10.026583067460914,12.471937207701208,29.558027160066953,44.1175970519167,121.93031901119035,264691.0118844451,16720.646060315987,1464.476797943791,12.421098498023788,29.507188450389535,44.06730314510666,121.87979212946992,264690.96265863866,16720.646143198395,1464.4262459153458,0.04911827956989248,0.050487455197132616,0.05083870967741936,0.05083870967741936,0.05083870967741936,0.0005176056692332853,0.05055202844535835,1.0,3.0,3.0,5.0,13.0,1.5957754421962,3.8764940239043826,0.032776134537197965,0.1810418032864177,0.4056794956448657,0.06276492,0.5943205043551341,3,"mul(ARG50, ARG105)"
3,10.190225951235064,12.470797422754972,24.81561567000267,34.02489144331935,44.772578408104046,24500.94336092957,1966.049532056732,283.47371279312796,12.421098498023788,24.76592032950088,33.97528570855232,44.722650092691865,24500.89366200484,1966.0495350809472,283.4239398704816,0.0493978494623656,0.04969892473118279,0.04969892473118279,0.04969892473118279,0.05058781362007169,0.0001983832519923083,0.049772922646332235,1.0,3.0,3.0,5.0,11.0,1.4869046847391874,3.8207171314741037,0.032776134537197965,0.1810418032864177,0.4056794956448657,0.06276492,0.5943205043551341,3,"mul(ARG50, ARG105)"
4,10.152097712026734,12.470983802683286,20.712257423019643,27.888057869253725,36.86915797933512,68339.1318572116,4317.173885369959,364.20372941219193,12.421098498023788,20.662250254560867,27.838172564594228,36.819272674675624,68339.08197190694,4317.1738857294185,364.15383819569587,0.04949820788530466,0.04988530465949821,0.04988530465949821,0.04988530465949821,0.050358422939068094,6.761391489863621e-05,0.049891216496023086,1.0,3.0,3.0,5.0,9.0,1.3657379815623476,3.756972111553785,0.032776134537197965,0.1810418032864177,0.4056794956448657,0.06276492,0.5943205043551341,3,"mul(ARG50, ARG105)"
5,10.091647004915203,12.4706043450366,18.48156420221352,23.85641727370954,31.802148401667367,117956.42839876762,7452.020855198108,527.6043703888583,12.420561334283912,18.43152119146083,23.80637426295685,31.75210539091468,117956.37839876761,7452.020858138737,527.5543242526576,0.04969892473118279,0.05004301075268818,0.05004301075268818,0.05004301075268818,0.05065232974910394,6.594588736906413e-05,0.050046136200716844,1.0,3.0,3.0,5.0,11.0,1.5417600332088002,3.824,0.0369535818196995,0.19223314443586334,0.32993100940907705,0.07899999999999999,0.6700689905909233,3,"mul(ARG30, ARG41)"
6,10.163820764517205,12.021979459463036,16.062538565839674,20.882492728485467,27.57619846714573,352.7231535147912,29.548547106527597,26.928755056282508,11.971886269498878,16.012445375875515,20.832399538521308,27.52610527718157,352.673060324827,29.548547597757658,26.878664236764877,0.04957706093189965,0.05009318996415771,0.05009318996415771,0.05009318996415771,0.05029390681003585,4.885734880478312e-05,0.0500908195176284,1.0,3.0,3.0,5.0,13.0,1.6195108863063894,3.948207171314741,0.032095986978297165,0.17915352907017257,0.4180124215969202,0.0688,0.5819875784030807,3,"mul(ARG41, ARG50)"
7,10.14060633141601,11.913605353224836,14.332414475171111,18.20752515139608,24.199062709690303,677464.5907972314,42679.691410017644,2774.800872744653,11.863960191934513,14.282769313880788,18.15787999010576,24.14941754839998,677464.5411592385,42679.691410533465,2774.751217815982,0.04946594982078853,0.049645161290322586,0.049645161290322586,0.049645161290322586,0.050562724014336924,8.039448868397714e-05,0.04965492867240715,1.0,3.0,3.0,5.0,13.0,1.6270986572656092,3.900398406374502,0.03268573027109143,0.18079195300425135,0.4073187709830639,0.07074480000000001,0.5926812290169364,5,"mul(ARG50, add(ARG96, ARG38))"
8,10.093705013960076,9.92339563238307,13.824333547845022,17.027242759419433,23.128072301710066,120.50467950794868,12.859829172958388,21.008197126384772,9.87366086535798,13.774598780819932,16.977507992394344,23.078337534684977,120.45486588787699,12.859800803794403,20.95845587907295,0.049448028673835125,0.0497347670250896,0.0497347670250896,0.0497347670250896,0.05027956989247312,5.493433880917412e-05,0.04974124731182796,3.0,3.0,3.0,5.0,9.0,1.4816423320086398,3.856,0.02667092376978697,0.1633123503284028,0.516383579384946,0.05402232000000001,0.4836164206150544,5,"mul(add(ARG50, ARG117), ARG41)"
9,10.158835549964564,9.923836492598124,13.359495402693305,16.06262100311566,21.47429408770362,419964.8401560508,26753.352086733088,1951.0393262018326,9.87366086535798,13.309319775453162,16.012445375875515,21.424118460463475,419964.7899804236,26753.35208981039,1950.989161986779,0.04942293906810036,0.05017562724014338,0.05017562724014338,0.05017562724014338,0.050275985663082445,7.89577460661935e-05,0.05016421505376343,1.0,3.0,3.0,3.0,13.0,1.5538339679644027,3.76,0.02667092376978697,0.1633123503284028,0.516383579384946,0.05402232000000001,0.4836164206150544,5,"mul(ARG41, add(ARG50, ARG117))"
10,10.163520786432116,9.923467316970884,13.023190984791334,15.630813701603838,18.120509238329404,1187.1126174599426,90.74217423476911,26.546568281913782,9.87366086535798,12.97338453317843,15.581007249990934,18.070702786716502,1187.0628110083296,90.74217014629032,26.496758631626047,0.04980645161290323,0.04980645161290323,0.04980645161290323,0.04980645161290323,0.0502078853046595,3.099999188229892e-05,0.04980965028773794,3.0,3.0,3.0,5.0,9.0,1.4620156911309121,3.900398406374502,0.02667092376978697,0.1633123503284028,0.516383579384946,0.05402232000000001,0.4836164206150544,5,"mul(ARG41, add(ARG50, ARG117))"
11,10.201334532486712,9.889383147581668,12.470564918513302,15.23667632713632,18.20788357433515,102588.51405075306,6462.221182779036,436.8398783391002,9.839379563352278,12.420561334283912,15.18667274290693,18.15787999010576,102588.46404716883,6462.221182766879,436.7898754688608,0.04982437275985663,0.05000358422939069,0.05000358422939069,0.05000358422939069,0.050182795698924726,1.7942610689280397e-05,0.05000287023947221,1.0,3.0,3.0,5.0,9.0,1.5796599225859564,4.051792828685259,0.02641762821471615,0.1625350061208851,0.5209765170258919,0.057536000000000004,0.4790234829741083,7,"mul(ARG41, add(ARG50, mul(ARG116, ARG41)))"
12,10.325845645052496,9.889132251524321,12.151065230688255,14.834691350921796,19.004591319510894,253287.45474631834,16022.390787840644,1126.5545490979434,9.839379563352278,12.101312542516212,14.784938662749752,18.954838631338852,253287.40499363016,16022.390787875676,1126.5047958385796,0.04975268817204301,0.04975268817204301,0.04975268817204301,0.04975268817204301,0.04986021505376344,7.1313261586965025e-06,0.049753259363977786,1.0,3.0,3.0,5.0,13.0,1.9844637111055747,4.46613545816733,0.02641762821471615,0.1625350061208851,0.5209765170258919,0.057536000000000004,0.4790234829741083,7,"mul(ARG41, add(ARG50, mul(ARG116, ARG41)))"
13,10.496455761770719,9.871615302288,12.021696305341171,15.236482778749224,19.266032190623314,49516.00458440051,3126.95945643482,239.54106350198964,9.821805266445706,11.971886269498878,15.18667274290693,19.216222154781022,49515.95477436466,3126.9594564348195,239.49125346614733,0.04981003584229391,0.04981003584229391,0.04981003584229391,0.04981003584229391,0.04981003584229391,6.938893903907228e-18,0.04981003584229392,3.0,3.0,5.0,7.0,13.0,2.263873891809326,5.079681274900398,0.026412455475434582,0.1625190926489395,0.5210703128643007,0.05751708,0.47892968713569983,5,"mul(ARG38, add(ARG50, ARG116))"
14,10.545674367242611,9.744986024795494,11.664567833895614,15.2367229221184,19.009706710154028,7959.006951415009,501.34719946952316,49.8647305827168,9.694935845584025,11.614517654684143,15.18667274290693,18.95965653094256,7958.957395859454,501.347230669012,49.81468226730461,0.049555555555555554,0.050050179211469537,0.050050179211469537,0.050050179211469537,0.050078853046594984,3.1279789824648355e-05,0.050048315412186385,3.0,3.0,5.0,7.0,13.0,2.3354656923192,5.36,0.024300629053187216,0.15588659035717992,0.5593634722652705,0.06261472,0.4406365277347303,7,"mul(add(ARG50, mul(ARG41, ARG106)), ARG69)"
15,10.667858515080013,9.600213886231948,12.02221960283221,14.747274585411779,19.765423592238093,929.4377350611048,66.22092969865147,24.938244587694754,9.549880552898616,11.971886269498878,14.696941252078446,19.71509025890476,929.3874017277715,66.22093053215916,24.887912143250308,0.05010394265232976,0.050333333333333334,0.050333333333333334,0.050333333333333334,0.05034050179211469,1.4487779742719278e-05,0.05033244444444445,1.0,3.0,5.0,7.0,13.0,2.4710030352065537,5.512,0.02512654996012216,0.15851356396259014,0.5443872788581456,0.0603999999999999,0.45561272114185486,5,"mul(ARG41, add(ARG50, ARG116))"
