generation_num,generation_time,training_fitness_min,training_fitness_lq,training_fitness_med,training_fitness_uq,training_fitness_max,training_fitness_std,training_fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,test_mse,test_rmse,test_r2,test_mae,best_candidate_size,best_candidate_solution
1,20.01820562190551,0.02024528025755096,0.04528856981583089,0.11510249986364937,0.850152085199963,12358991716.4722,1229676545.5952692,123903844.26811913,3.0,3.0,3.0,3.0,7.0,1.5516442891333055,3.82,0.01250039853874239,0.11180518118022255,0.08118225948234137,0.04721657814325522,3,"multiply(ARG106, ARG1)"
2,19.88970723634702,0.015731779796408125,0.03926274418471949,0.047327121874369826,0.2586211559691107,14045.991658758716,1402.595482147759,158.27177287221005,3.0,3.0,3.0,3.0,7.0,1.1061645447219866,3.42,0.010031868544615564,0.10015921597444523,0.26262680659610615,0.04594734161053746,3,"multiply(ARG29, ARG37)"
3,19.99377729583648,0.015756163968543797,0.033100582514864314,0.04274479458907747,0.052001062460115134,1141.145886674987,113.53055641047953,11.533749170262654,3.0,3.0,3.0,3.0,9.0,1.5104966070799366,3.72,0.010031868544615564,0.10015921597444523,0.26262680659610615,0.04594734161053746,3,"multiply(ARG29, ARG37)"
4,20.043701803137083,0.015725909532745833,0.030211498565781328,0.04034432010534025,0.047291587294781515,390.69642157564476,39.47387978528101,5.1898711824685755,1.0,3.0,3.0,3.5,13.0,1.8602150413325875,3.86,0.010031868544615564,0.10015921597444523,0.26262680659610615,0.04594734161053746,3,"multiply(ARG29, ARG37)"
5,20.14069504509098,0.01577535521513206,0.027431822812680248,0.03739052921028903,0.04719861953145184,2750.4523980278523,272.3155752812117,27.29687154683198,1.0,3.0,3.0,3.0,9.0,1.3867042693078493,3.6732673267326734,0.010031868544615564,0.10015921597444523,0.26262680659610615,0.04594734161053746,3,"multiply(ARG29, ARG37)"
6,19.940150017719134,0.015397201764099035,0.02663067824520369,0.035754424552491365,0.04694550738806565,0.4449382678068194,0.07886717362809754,0.06356566182890078,3.0,3.0,3.0,3.0,11.0,1.4711899945282387,3.66,0.008834307947448803,0.09399099928955326,0.3506511938675573,0.03759680343873406,3,"multiply(ARG27, ARG37)"
7,20.025562495284248,0.013618734088787911,0.023460322640410564,0.030605422966507263,0.03838949533812765,0.8685295680520908,0.10692027303128934,0.053036122923600014,1.0,3.0,3.0,3.0,13.0,1.7365483005087996,3.62,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
8,19.93507172873069,0.013590967958695459,0.02132242363468881,0.029371402609705926,0.03155805062272256,3.4665723973058693,0.37089928836185515,0.09378592612164102,1.0,3.0,3.0,3.0,11.0,1.394130553427476,3.42,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
9,20.10380565718515,0.013592463558208636,0.02123661477511602,0.029960375650773627,0.03510752841121731,0.5076677225076269,0.06038561237897398,0.042911554858101594,1.0,3.0,3.0,3.0,7.0,0.9074407316744239,3.3564356435643563,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
10,20.201436993840616,0.013615417759432607,0.0213835751923105,0.027093606026341855,0.03504708680728018,1.2082286870969958,0.12301349095313227,0.0473875076119482,1.0,3.0,3.0,3.0,11.0,1.4113686876202343,3.4752475247524752,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
11,19.92601772832859,0.0136321944844065,0.020705183627697785,0.026181852865933095,0.03063103747456366,1180675.0909603443,117528.24774621795,12378.178936001596,3.0,3.0,3.0,3.0,9.0,1.203993355463393,3.48,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
12,20.210565277331625,0.013592593610340218,0.020709785714327987,0.025766731093101087,0.030657603619637888,111.14066199980826,11.0011369766467,1.1293993127760356,3.0,3.0,3.0,3.0,11.0,1.1563406986658562,3.4554455445544554,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
13,20.047346228995593,0.013612556612537834,0.019900954462612773,0.025646946478128665,0.027119906666451386,0.09990448103968529,0.01557845496644406,0.02727117450248237,3.0,3.0,3.0,3.0,7.0,0.848528137423857,3.4,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
14,20.143942440554383,0.01361151619548519,0.016605215239875168,0.02402628461292828,0.03129995501981483,0.575968010810449,0.05630725593608126,0.03291735596390663,1.0,3.0,3.0,3.0,9.0,1.0304643034659555,3.495049504950495,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
15,19.963907803568873,0.013616588228616833,0.015753134761974475,0.02574403481750347,0.03510211534878179,243117774.334633,24189885.731583424,2431451.78338638,3.0,3.0,3.0,5.0,9.0,1.4938540758722052,3.78,0.008338144412367281,0.09131344048039851,0.3871207397638693,0.03590855722106678,5,"multiply(add(ARG1, ARG60), ARG37)"
