generation_num,generation_time,fitness_min,fitness_lq,fitness_med,fitness_uq,fitness_max,fitness_std,fitness_mean,size_min,size_lq,size_med,size_uq,size_max,size_std,size_mean,mse,rmse,r2,mae,best_size,best_solution
1,0.09199997267750248,208.9165017907506,306.9225285168607,313.5107277389485,326.32233813955486,1823.314250237248,275.6387289895361,352.92014897414145,3.0,3.0,3.0,6.5,7.0,1.7384539747207062,4.333333333333333,30.8878331128,5.557682350836543,-0.12148389807318316,1.58008,3,"multiply(ARG0, ARG0)"
2,0.07730900720289346,99.2859743013836,287.9689886570798,309.54285903303764,316.9188699166437,470.8947659369064,62.03393154070496,295.53629067332434,1.0,3.0,5.0,7.0,9.0,2.031966753883756,5.066666666666666,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
3,0.07885927433723028,100.87032495512909,211.63957680757537,308.1582762802903,313.05397546955135,342.03578048644835,68.82661849567278,264.933054602307,3.0,3.0,5.0,7.0,9.0,2.1004929801418974,5.32258064516129,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
4,0.07937498648105601,101.446452465582,208.41574315750336,212.22150877018242,303.7950832194134,322.75567261559985,65.63728094902315,241.01447776494334,3.0,3.0,5.0,5.0,9.0,2.078581121753163,4.741935483870968,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
5,0.07995331268207906,100.53425057403156,142.59559450994664,209.75728968715572,235.72871109291438,67147.7361852398,11827.337583447921,2367.705482596138,3.0,3.0,5.0,7.0,11.0,2.536723000172581,5.129032258064516,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
6,0.07944784647488534,100.96634620687124,142.47968103306346,209.31710869734837,211.72075013693518,318.93980195199737,59.70173324796375,190.01897483624128,3.0,3.0,5.0,9.0,15.0,3.2871585039630955,5.967741935483871,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
7,0.07872209263009777,99.71806993422328,101.19439667975885,138.75665898405146,208.86642592742587,862.6923509337039,138.58351253507746,172.639169252029,3.0,5.0,7.0,9.0,17.0,3.0411985941218784,7.466666666666667,20.248543936112497,4.499838212215246,0.26481032512548996,2.914575,9,"multiply(subtract(add(ARG0, ARG0), subtract(0.2389, ARG0)), ARG0)"
8,0.08161230058845792,96.3369008795598,115.51629998444729,142.3926596031488,212.393689143166,445.00401877380955,104.78461939500158,196.35407371148338,3.0,5.0,9.0,9.0,17.0,3.5266194499913412,8.419354838709678,33.58340612361249,5.795119163883733,-0.21935550067693144,3.3699075,15,"multiply(subtract(add(add(ARG0, ARG0), ARG0), subtract(ARG0, subtract(ARG0, subtract(0.2389, ARG0)))), ARG0)"
9,0.08139201295086362,95.92244958514488,103.27417210274493,210.41877769049233,311.6224682775654,1035.810037918591,185.44916100046078,237.5461802930658,3.0,6.0,9.0,15.0,21.0,4.810671453498645,9.774193548387096,33.58340612361249,5.795119163883733,-0.21935550067693144,3.3699075,15,"multiply(subtract(add(add(ARG0, ARG0), ARG0), subtract(ARG0, subtract(ARG0, subtract(0.2389, ARG0)))), ARG0)"
10,0.08139912818463646,96.15270030426429,98.73785585881707,137.57168881414324,210.6941949387783,1043.0330837702024,176.88697360940998,195.35634869903956,3.0,9.0,12.0,15.0,23.0,5.569759619788113,12.333333333333334,33.58340612361249,5.795119163883733,-0.21935550067693144,3.3699075,23,"multiply(subtract(add(ARG0, ARG0), subtract(subtract(ARG0, subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), subtract(0.2389, ARG0)), ARG0), ARG0)), ARG0)), ARG0)"
11,0.08766224156047908,87.27942691997004,100.87032495512909,116.85710318795286,209.71771560394617,450.74786530407613,110.6553473090082,174.91543975185962,3.0,10.0,15.0,22.0,33.0,7.964018981335218,15.838709677419354,13.7801879561125,3.712167554961993,0.49966516431358565,2.422575,9,"multiply(ARG0, subtract(ARG0, subtract(subtract(0.8949, ARG0), ARG0)))"
12,0.08355362097092733,86.37284174894107,97.52269208302476,140.12825157086547,262.98270843844057,623.6194738134022,127.67300175416847,194.97145142333454,3.0,11.5,18.0,23.0,31.0,7.334545354386703,16.733333333333334,13.7801879561125,3.712167554961993,0.49966516431358565,2.422575,9,"multiply(ARG0, subtract(ARG0, subtract(subtract(0.8949, ARG0), ARG0)))"
13,0.0827840372861024,86.20800808148125,97.84504308979193,130.22115319010277,208.66612247412695,818.9845402770761,150.52602880152864,177.5415055136103,3.0,9.0,16.0,22.5,35.0,8.440379138403678,16.4,13.7801879561125,3.712167554961993,0.49966516431358565,2.422575,9,"multiply(ARG0, subtract(ARG0, subtract(subtract(0.8949, ARG0), ARG0)))"
14,0.08560764665635201,77.15354852087984,92.46615767275873,107.25380051210627,208.86642592742587,1518.390141658296,263.84432708420286,206.96473725287942,3.0,11.0,15.0,21.0,33.0,7.307715478525998,15.129032258064516,24.624300143612498,4.962287793307891,0.1059341711821622,2.860075,11,"multiply(ARG0, subtract(ARG0, subtract(subtract(0.8949, ARG0), add(ARG0, ARG0))))"
15,0.0801459932126356,75.71796245584439,87.23129583896781,104.6893527270463,208.58440712938818,443.9664617709724,98.05853612143677,158.69383917348992,3.0,9.0,13.0,20.5,29.0,7.548656981359149,13.866666666666667,24.624300143612498,4.962287793307891,0.1059341711821622,2.860075,19,"multiply(subtract(ARG0, subtract(ARG0, subtract(ARG0, subtract(subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0), ARG0)))), ARG0)"
16,0.0840260724934172,62.67246080148037,86.66007902125534,105.67728661173865,144.72641103132392,346.70449413479275,79.98841179413415,139.44230750353006,3.0,11.0,15.0,21.0,27.0,6.282956812356053,15.516129032258064,17.698942352799996,4.207011094922379,0.3573819571899596,2.40475,17,"multiply(subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), 0.6071), ARG0), subtract(subtract(0.8949, ARG0), ARG0)), ARG0)"
17,0.08642248322797119,62.021779283012904,87.37801009578106,142.18972469635096,312.1821787852366,3774.1738161256553,649.5615753997149,307.2461790226929,3.0,9.0,15.0,18.0,35.0,7.1789958399145855,14.548387096774194,17.698942352799996,4.207011094922379,0.3573819571899596,2.40475,17,"multiply(subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), 0.6071), ARG0), subtract(subtract(0.8949, ARG0), ARG0)), ARG0)"
18,0.08418146919900682,61.66686209112156,81.80243766953139,131.3467437949971,207.16079811043323,800.6053807101168,174.37847435572655,184.6014899705039,3.0,11.0,15.0,18.0,27.0,5.9333797111837,14.612903225806452,17.698942352799996,4.207011094922379,0.3573819571899596,2.40475,17,"multiply(subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), 0.6071), ARG0), subtract(subtract(0.8949, ARG0), ARG0)), ARG0)"
19,0.14222071569005745,61.31194489923021,88.34228020013593,147.96127311931176,224.82861464864706,7852.642879695575,1381.747529628009,444.79905421347047,3.0,9.5,15.0,17.0,29.0,6.20966987850401,14.2,17.698942352799996,4.207011094922379,0.3573819571899596,2.40475,17,"multiply(subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), 0.6071), ARG0), subtract(subtract(0.8949, ARG0), ARG0)), ARG0)"
20,0.08958107780422786,62.4950022055347,94.10019861176052,139.9219982782958,277.6428148259765,2382.180643901027,419.9543886364113,274.3088977652508,3.0,9.0,13.0,19.0,29.0,7.103808830193963,14.290322580645162,17.698942352799996,4.207011094922379,0.3573819571899596,2.40475,17,"multiply(subtract(subtract(subtract(add(add(ARG0, ARG0), ARG0), 0.6071), ARG0), subtract(subtract(0.8949, ARG0), ARG0)), ARG0)"
21,0.08438411105684551,32.23310635826704,76.87537079204839,97.51112823289594,195.04065864836326,709.5301145785236,155.71274000820907,168.07971601490956,3.0,13.0,15.0,19.0,31.0,6.276587891167904,16.066666666666666,2.7665307312569296,1.6632891303850121,0.8995520450625738,1.1418560850000001,23,"multiply(subtract(ARG0, 0.6071), subtract(multiply(-0.4218, ARG0), subtract(subtract(0.8949, ARG0), subtract(ARG0, subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0)))))"
22,0.08323656615402797,24.301466742367282,77.62287473444914,122.61172353028084,222.01417003153315,2106.52046503064,444.5916853559515,283.3557309309681,5.0,13.0,19.0,21.0,35.0,7.333636357375666,18.133333333333333,5.428274053974661,2.329865672946546,0.8029087400327135,1.88811956,25,"multiply(subtract(ARG0, 0.6071), subtract(multiply(multiply(-0.4328, -0.1171), ARG0), subtract(subtract(0.8949, ARG0), subtract(ARG0, subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0)))))"
23,0.0843838264474952,24.542075323974878,77.20876336953506,142.10784702764806,301.0954064719509,2030.6154871265198,368.4536680974758,256.75129849544624,3.0,11.0,21.0,26.0,35.0,9.613119720445876,18.677419354838708,5.428274053974661,2.329865672946546,0.8029087400327135,1.88811956,25,"multiply(subtract(ARG0, 0.6071), subtract(multiply(multiply(-0.4328, -0.1171), ARG0), subtract(subtract(0.8949, ARG0), subtract(ARG0, subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0)))))"
24,0.08409921709659773,24.129603469790425,78.07851518028428,136.88253555810724,216.72584557618654,446.7148255819356,100.44183212995112,153.93554545865638,3.0,13.0,19.0,24.0,37.0,8.6017204193543,18.548387096774192,5.428274053974661,2.329865672946546,0.8029087400327135,1.88811956,25,"multiply(subtract(ARG0, 0.6071), subtract(multiply(multiply(-0.4328, -0.1171), ARG0), subtract(subtract(0.8949, ARG0), subtract(ARG0, subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0)))))"
25,0.08888207723842356,24.33583939688265,79.3696518015717,131.4774197193178,208.49404040143264,947.9122741912457,177.7120909757396,179.72604210788415,3.0,15.0,23.0,29.0,43.0,10.25826739503172,22.161290322580644,5.428274053974661,2.329865672946546,0.8029087400327135,1.88811956,25,"multiply(subtract(ARG0, 0.6071), subtract(multiply(multiply(-0.4328, -0.1171), ARG0), subtract(subtract(0.8949, ARG0), subtract(ARG0, subtract(subtract(0.8949, subtract(add(ARG0, ARG0), ARG0)), ARG0)))))"
